userName,app,score,at,content,normalized_text
Mhmmd Mikal,Gojek,1,2026-03-10 10:12:58,"halah, driver banyak masa yang nerima satupun gaada, mentang mentang jakarta macet belagu gada yang Terima!",halah pengemudi banyak masa nerima satu gaada mentang mentang jakarta macet belagu gada terima
putri Ayu pengukir,Gojek,2,2026-03-10 10:11:47,mulai sekarang diwilayahku agak sudah dapet gojeknya ga tau kenapa ya. apa kurang ya bayarnya,mulai sekarang wilayah sudah dapet gojek tidak tau apa kurang ya bayar
indry utami,Gojek,1,2026-03-10 10:11:37,Jam 3 sore Tarif gak masuk akal dan jarak driver jauh butuh waktu 10 menit sampai,jam sore tarif tidak masuk akal jarak pengemudi jauh butuh waktu menit
NAKHWAH JUNNIENDA LAILA PUTRI,Gojek,1,2026-03-10 10:04:20,"jelek, ga suka pas ujan dapetnya susah, harusnya kan gampang. kentut",jelek tidak suka pas ujan dapetnya susah harus kan gampang kentut
Rafka Suka Suka,Gojek,5,2026-03-10 09:58:01,bermanfaat,manfaat
Nicaanicy,Gojek,1,2026-03-10 09:56:46,"akhir-akhir ini apk sering eror sering minta update ke versi yg terbaru, udah di-update bukannya membaik malah makin memburuk",akhirakhir apk sering eror sering minta perbarui versi yang baru sudah diupdate bukan baik malah makin buruk
Marisa Dewi aisyah,Gojek,2,2026-03-10 09:54:15,sering kasih diskon dong,sering kasih diskon dong
Kartika Sari Dewi,Gojek,5,2026-03-10 09:53:44,"best lah apk ini,buat gue yg jajan aja mger",best lah apk inibuat saya yang jajan aja mger
Arbi Iwan Santoso,Gojek,5,2026-03-10 09:41:59,terbaik 🙏🤙,baik
Zainal Arif,Gojek,1,2026-03-10 09:41:13,driver banyak yang deket tapi slalu dapet yang jauh dan kadang di cancel sama driver nya tanp memberi alesan kurang membantu bisa bisa telat kalo mau kerja wkwk,pengemudi banyak deket slalu dapet jauh kadang cancel sama pengemudi nya tanp beri alesan kurang bantu bisa telat kalo mau kerja tawa
Istiqom Ten,Gojek,1,2026-03-10 09:39:00,"cancel karna posisi driver jauh, baru selang ga sampe 1 menit harga berubah naik jauh, dari 180 ke 214...kan TOLOLLLL 🤣🤣🤣.... kompeni banget",cancel karena posisi pengemudi jauh baru selang tidak sampe menit harga ubah naik jauh ke kan tolollll kompeni banget
DINDA,Gojek,1,2026-03-10 09:38:57,"driver nya pada kurang ajar, kalo g niat kerja mending pecat aja, udh di terima pesanannya saya malah posisi driver nya menjauh dan gdaa konfirmasi apa pun !!!!, padahal saya udh nunggu 30 menit buat tunggu dia sampai, tolong driver yg g niat kerja atau yang tolol, belagu pecat aja dehh",pengemudi nya kurang ajar kalo g niat kerja mending pecat aja sudah terima pesan malah posisi pengemudi nya jauh gdaa konfirmasi apa padahal sudah nunggu menit buat tunggu sampai pengemudi yang g niat kerja yang tolol belagu pecat aja dehh
KILLER NEWTON,Gojek,1,2026-03-10 09:38:18,lelet nyariin driver gofood aja sejam dah ditunggu gak ketemu juga hapus aja gofood kalo begitu terus,lelet nyariin pengemudi go food aja jam sudah tunggu tidak ketemu hapus aja go food kalo terus
Dipsi Lalapoo,Gojek,5,2026-03-10 09:38:08,mantap 👍,mantap
Zamzam badrulzaman,Gojek,5,2026-03-10 09:34:06,"Bagus aplikasi transportasi asli Indonesia, layanan terbaik.",bagus aplikasi transportasi asli indonesia layan baik
Gondrong Jkt,Gojek,5,2026-03-10 09:31:54,pengiriman cepat,kirim cepat
Intan Aura bahagia,Gojek,4,2026-03-10 09:28:50,kenapa aplikasi gojek nya GK bisa di buka atau di update,aplikasi gojek nya tidak di buka di perbarui
Indra Gunawan,Gojek,5,2026-03-10 09:27:54,Pengantar sabar bawa kue Ultahnya...sangat hati hati. Mantab Sangat Memuaskan pelayanannya,antar sabar bawa kue ultahnyasangat hati hati mantab sangat muas layan
Shalika nurrahmanda,Gojek,1,2026-03-10 09:22:36,"gjls sumpah, gua nunggu 30 menit 5x driver gda yg bnr.",gjls sumpah gua nunggu menit x pengemudi gda yang bnr
zul hilmy,Gojek,5,2026-03-10 09:14:23,mantab,mantab
Syafiq Alfayad,Gojek,4,2026-03-10 09:12:37,tidak bisa mengganti metode pembayaran dari cash ke gopay,bisa ganti metode bayar cash gopay
Lucaa Cafe,Gojek,5,2026-03-10 09:12:10,mantap,mantap
rosman harahap,Gojek,5,2026-03-10 09:03:06,sangat bagus.,sangat bagus
Alvianto W Utomo,Gojek,5,2026-03-10 08:59:35,sangat memudahkan,sangat mudah
Jamalaily Ramadan,Gojek,1,2026-03-10 08:52:31,"Karyawan IT programernya kualitasnya makin buruk, aplikasi bagusan yang dulu daripada yg terbaru skrg. Heran ngapain aja kerjanya, bisa kerja gak sih",karyawan it programernya kualitas makin buruk aplikasi bagus dulu yang baru sekarang heran ngapain aja kerja kerja tidak sih
Nadiyah Aulia18,Gojek,1,2026-03-10 08:44:02,gojek kenapa yah? kalau go food suka di cancel Mulu....plis lah,gojek yah kalau go food suka cancel muluplis lah
Widuri Andam,Gojek,4,2026-03-10 08:42:25,Mantaapp,mantaapp
kiki wahyudin,Gojek,3,2026-03-10 08:40:42,"susah banget dapet driver gosend,padahal banyak driver,nunggu 1 jam lebih belum dapet-dapet driver",susah banget dapet pengemudi gosendpadahal banyak drivernunggu jam lebih dapetdapet pengemudi
Ger,Gojek,5,2026-03-10 08:28:08,Drivernya mantep si dari segi pelayanan ramah banget.,drivernya mantep si segi layan ramah banget
Elisa Ayu Lestari,Gojek,1,2026-03-10 08:22:55,lama dapet bokingan,lama dapet bokingan
queen nala,Gojek,1,2026-03-10 08:12:38,iklannya langsung masuk apk,iklan langsung masuk apk
Beppe Adiva,Gojek,1,2026-03-10 08:07:53,"aplikasi tolol, kalau ujan selalu ribet",aplikasi tolol kalau ujan selalu ribet
Tukilah Haryani,Gojek,5,2026-03-10 07:48:29,baru mau coba,baru mau coba
Fawwaz Al Fiqri Sulistiyo,Gojek,5,2026-03-10 07:17:06,mantap,mantap
Gugun Kecebong,Gojek,5,2026-03-10 07:02:21,goodjoob,goodjoob
Adelia Adistia,Gojek,2,2026-03-10 07:01:00,drivernya jelek pada susah gamau ambil pesanannnnnn!!,drivernya jelek susah gamau ambil pesanannnnnn
Nining Eliza,Gojek,2,2026-03-10 06:56:10,promo gopay jarang sekarang. disuruh ngutang pakai paylatter,promo gopay jarang sekarang suruh ngutang pakai paylatter
Afrieza Ramadhani,Gojek,5,2026-03-10 06:38:01,good Job,good job
Zainal Arifin,Gojek,5,2026-03-10 06:32:53,mantap,mantap
mami vessa,Gojek,5,2026-03-10 06:31:56,mantab,mantab
Arief Rachman,Gojek,5,2026-03-10 06:24:47,mantul,mantul
Teti Nurhasanah,Gojek,5,2026-03-10 06:12:50,nyaman dan aman,nyaman aman
Sopian Awaludin,Gojek,5,2026-03-10 05:58:12,terus berbuat yang terbaik,terus buat baik
widad arzaki,Gojek,5,2026-03-10 05:44:32,kerenn,kerenn
May diyah Setyo rini,Gojek,5,2026-03-10 05:41:46,pelayanane cepet dak baik,pelayanane cepet dak baik
Febrry Firdaus,Gojek,5,2026-03-10 05:37:22,"sat set, ongkos murah",sat set ongkos murah
Yusuf Purnama,Gojek,1,2026-03-10 05:30:35,"parah gojek 2 jam saya cari driver gaada yg nyangkut kecewa sekali, mengecewakan sekali pakai gojek skrg",parah gojek jam cari pengemudi gaada yang nyangkut kecewa sekali kecewa sekali pakai gojek sekarang
Wahyu Wid,Gojek,5,2026-03-10 05:15:42,bagus semua selama pakai gojek,bagus semua lama pakai gojek
Aulia Adi Cahya,Gojek,1,2026-03-10 05:09:51,"Mesen gosend dengan jarak 10 KM, biaya 50 Rebu, sudah nunggu 1/2 jam , masih ga dapet driver. ga ngerti lagi siapa yg salah, antara potongan aplikasi yg besar sampai driver ga mau ambil, atau memang drivernya yang milih milih. parah!",mesen gosend jarak kamu biaya rebu nunggu jam tidak dapet pengemudi tidak ngerti siapa yang salah potong aplikasi yang besar pengemudi tidak mau ambil memang drivernya milih milih parah
Jefri Willyanto,Gojek,5,2026-03-10 05:03:15,"saya hapus rating 1 nya dan jadikan bintang 5, tolong banyakin promo nya dan infokan melalui media sosial",hapus rating nya jadi bintang banyakin promo nya info lalu media sosial
Vinstorage99,Gojek,1,2026-03-10 05:00:54,"bug tidak bisa kirim pesan ke kurir dalam pengiriman hemat, dan tidak bisa kirim dokumen gambar pada kurir",bug kirim pesan kurir kirim hemat tidak bisa kirim dokumen gambar kurir
Aloysius Surjokotjo,Gojek,5,2026-03-10 04:43:07,mantap,mantap
Aan Saputra,Gojek,5,2026-03-10 04:37:33,Membantu kalo dapat voucher.,bantu kalo voucer
Aida Nurfatma,Gojek,2,2026-03-10 04:23:50,driver suka tidak merespon,pengemudi suka merespon
Ernita Mastiur,Gojek,5,2026-03-10 04:09:11,bagussss,bagussss
Boby ardiansyah Rahmat,Gojek,5,2026-03-10 04:04:35,cepat poll,cepat poll
Ranner Sirait,Gojek,5,2026-03-10 04:00:49,mantap,mantap
Nalim Rengganis,Gojek,1,2026-03-10 03:57:22,kenapa kalau jauh dikit sering dicancel padahal kan urgent buat kirim barang kasihn kami yang punya usaha harus selektif seleksi drivernya,kalau jauh dikit sering dicancel padahal kan urgent buat kirim barang kasihn yang punya usaha selektif seleksi drivernya
Chintia Aniza,Gojek,2,2026-03-10 03:56:27,"sekarang susah buat dapet driver buat gosend, lama banget",sekarang susah buat dapet pengemudi buat gosend lama banget
Ci Pancar,Gojek,5,2026-03-10 03:41:52,"cepet,baik²",cepetbaik
Bram Sandro,Gojek,2,2026-03-10 03:15:09,"aplikasi banyak bug nya, selalu ada aplikasi yang error di setiab bug ny",aplikasi banyak bug nya selalu aplikasi eror setiab bug ny
Chyntia Diratnaeffendi,Gojek,5,2026-03-10 02:51:05,sangat membantu,sangat bantu
Jaka Samudra,Gojek,2,2026-03-10 02:43:22,harga makanan sma biaya gojeknya lebih mahal biaya gojeknya,harga makan sma biaya gojek lebih mahal biaya gojek
Maria Tefa,Gojek,1,2026-03-10 01:58:37,"Apk grab sekarang ko begini, masa saya pesan saat gerimis sampai 1 jam katanya driver lagi rame begitu terus",apk grab sekarang ko begini masa pesan gerimis jam kata pengemudi rame terus
Le Blantsch,Gojek,1,2026-03-10 01:55:05,tolong jadi aplikator peka dong sama kondisi terkini. pengguna pada susah dapet driver di berbagai layanan!,jadi aplikator peka dong sama kondisi kini guna susah dapet pengemudi bagai layan
Alma Aabida,Gojek,5,2026-03-10 01:51:36,pelayanan ny baik,layan ny baik
Yasin Mochamad,Gojek,1,2026-03-10 01:51:06,"susah cari driver, banyak yg cancel orrderan",susah cari pengemudi banyak yang cancel orrderan
Mrs Diana,Gojek,5,2026-03-10 01:46:40,"Baru pertama naik gojek ternyata driver nya gercep fast respon dan tidak terlambat ke tempat tujuan, sukses terus gojek Indonesia",baru pertama naik gojek nyata pengemudi nya gercep fast respon tidak lambat tempat tuju sukses terus gojek indonesia
Ade Tiara,Gojek,1,2026-03-10 01:42:39,"Gojek. kalo cara kalian kayak gini, lama-lama orang makin males pake ni aplikasi.",gojek kalo cara kalian kayak gin lamalama orang makin males pakai ni aplikasi
Ayu Anisa,Gojek,1,2026-03-10 01:42:20,mahal mahal gojek mending beli langsung ke resto guys murah cuma di cityplasa kotabumi tiap senin jumat pukul 09.1400 eib kalo sabtu minggu mahal guys kalo parkir Mptor di area samping pager city plasa ada gapura warna ungu masuk murah tanpa stnk jangan parkir motor didalam ribet mahal pake stnk,mahal mahal gojek mending beli langsung resto guys murah cuma cityplasa kotabumi tiap senin jumat pukul eib kalo sabtu minggu mahal guys kalo parkir mptor area samping pager city plasa gapura warna ungu masuk murah stnk jangan parkir motor dalam ribet mahal pakai stnk
awongs Doang,Gojek,5,2026-03-10 01:42:06,cepat dan tepat memilih perjalanan yg asik dan menyenangkan dengan gojek murah dan tidak bikin kantor bolong,cepat tepat pilih jalan yang asik senang gojek murah tidak bikin kantor bolong
qraina putri,Gojek,5,2026-03-10 01:36:59,"membantu sangat, soalnya g punya pacar😌",bantu sangat soal g punya pacar
Hallo Mia,Gojek,4,2026-03-10 01:32:37,sangat membantu dlam kendaraan kalau hujan gak perlu repot² tinggal naik Gocar gak kehujanan. 😀👍👍👍,sangat bantu dlam kendara kalau hujan tidak perlu repot tinggal naik go car tidak hujan
Sumiasih Asih,Gojek,5,2026-03-10 01:30:53,sangat baik,sangat baik
Schatzi Nadia Alzena Nikma,Gojek,5,2026-03-10 01:27:47,kalau ada bintang 10 aku kasih bintang 10. bagus semua pelayanan nya keren.... mau sujud sama yang buat aplikasi ini... ngebantu poolll,kalau bintang saya kasih bintang bagus semua layan nya keren mau sujud sama buat aplikasi ngebantu poolll
Titis Jaharni,Gojek,1,2026-03-10 01:26:14,"Gopaylater tulisnya biaya cicilan 2%, punya saya pas awal pakai aja 2%, lama"" jadi 5%.. Mana aplikasinya gak ada item keluhan lagi. Gak bisa tanya apa"".",gopaylater tulis biaya cicil punya pas awal pakai aja lama jadi mana aplikasi tidak item keluh tidak tanya apa
Mahabbah,Gojek,5,2026-03-10 01:21:42,Membuat semua menjadi mudah,buat semua jadi mudah
Icon Icons,Gojek,1,2026-03-10 01:18:54,"tolong kasih himbauan buat drivernya kalau ga mau ambil orderan bilang!! jgn buat saya menunggu tapi ga jelas, dikira waktu saya hanya menunggu driver saja? sy gunakan apk ini karna biar cepar sampai tujuan, nyatanya? bikin saya terlambat.! lebih baik sy pakai apk sebelah yg bisa menghargai waktu orang.",kasih himbauan buat drivernya kalau tidak mau ambil pesan bilang jgn buat tunggu tidak jelas kira waktu hanya tunggu pengemudi saya guna apk karena biar cepar tuju nyata bikin lambat lebih baik saya pakai apk belah yang harga waktu orang
Pentania Winanti,Gojek,1,2026-03-10 01:01:19,driver gojek gak jelas tiap pasang tarif promo yang ngambil jauh2 jaraknya. udh gitu drivernya ngeluh2 bgt tolol. gak jelas sumpah. perbaikin sistemnya atau kurangin drivernya biar ga terlalu murah ongkosnya.,pengemudi gojek tidak jelas tiap pasang tarif promo ngambil jauh jarak sudah gitu drivernya ngeluh banget tolol tidak jelas sumpah perbaikin sistem rangin drivernya biar tidak terlalu murah ongkos
Suhar Dedi,Gojek,2,2026-03-10 00:55:23,terlalu lama untuk dapat drivernyaa,terlalu lama dapat drivernyaa
Muhammad Dwi Febriyan,Gojek,1,2026-03-10 00:53:20,"terlalu lama nyari driver nya, udah 5 menit lebih belum dapet juga",terlalu lama nyari pengemudi nya sudah menit lebih dapet
Tommy Harianto,Gojek,2,2026-03-10 00:52:17,di stasiun Tebet lama bener dapetnya... udah beberapa kali skip Gojeg cari alternatif lain.,stasiun tebet lama bener dapetnya sudah beberapa kali skip gojeg cari alternatif
Riki Syahputra,Gojek,2,2026-03-10 00:49:25,go ride hemat payah nyari drivernya kyknya krn bnyk driver yg gk mw ngambil krn ongkosnya kemurahan,go ride hemat payah nyari drivernya kyknya karena banyak pengemudi yang tidak mw ngambil karena ongkos murah
Uchrowidono,Gojek,1,2026-03-10 00:45:40,"jika goride hemat ya ga ada yang mau ambil, hapus aja pake single rate. buang2 waktu nunggu dan gimick aja",goride hemat tidak yang mau ambil hapus aja pakai single rate buang waktu nunggu gimick aja
Idham Nazar,Gojek,5,2026-03-10 00:40:22,"Makin kesini makin bobrok aja, apk lemot transfer gopay ke bank masa 2x 24 jam, payah !!!",makin kesini makin bobrok aja apk lot transfer gopay bank masa x jam payah
Erik Eriyansyah,Gojek,5,2026-03-10 00:33:36,mantap,mantap
Abdul Majid,Gojek,5,2026-03-10 00:14:38,Mantabs,mantabs
Dimas Alfatih,Gojek,5,2026-03-10 00:00:09,sangat cocok,sangat cocok
Jony Soff123,Gojek,4,2026-03-09 23:27:50,pelayanan nya bagus,layan nya bagus
Ratna Wilis,Gojek,5,2026-03-09 23:27:19,"kl bs Byran nya jgn mahal,",kalau bs byran nya jgn mahal
Dinda Al Husna,Gojek,1,2026-03-09 23:23:02,"susah sekali saya dapat driver, setengah jam ngak ada terdeteksi",susah sekali dapat pengemudi tengah jam ngak deteksi
Nunik Komariyah,Gojek,5,2026-03-09 23:20:12,gojek membantu saya dalam keadaan darurat seperti telat maupun saya lapar,gojek bantu dalam ada darurat telat maupun lapar
lidwina gultom,Gojek,5,2026-03-09 23:04:46,selama ini baik,lama baik
Manir Tubagus,Gojek,5,2026-03-09 22:57:48,mantap,mantap
Ahmad Andrian,Gojek,1,2026-03-09 22:50:21,GO PINJAM ABIS DI LUNASIN JAUH SEBELUM JATUH TEMPO MALAH DI TOLAK PAS MAU PINJAM LG . GA TANGGUNG² DISURUH COBA LG TAHUN 2027 LAWAK BENER . GOPAYLATTER JUGA GA TERSEDIA . PADAHAL SAYA DRIVER AKTIF GOJEK . BEDA SEKALI DENGAN JAMAN SAYA MASIH DI GRAB.,go pinjam abis lunasin jauh jatuh tempo malah tolak pas mau pinjam lagi tidak tanggung suruh coba lagi tahun lawak bener gopaylatter tidak sedia padahal pengemudi aktif gojek beda sekali jaman masih grab
Ronauli3103 Ronauli,Gojek,5,2026-03-09 22:07:06,bagusd,bagusd
Deni Kurnia,Gojek,1,2026-03-09 21:18:47,"Kenapa kalo pake goride/gocar dapet driver nya yg jauh2 bahkan sering di cancel sama driver karna jarak jemput nya kejauhan ,beda sama sebelah ,gak sampe 1mnt driver nya udh dtng ,perbaiki sistem nya dong kalo kaya gitu terus bukan cuma saya yg pindah ,bisa semua nya pindah ke sebelah",kalo pakai goridegocar dapet pengemudi nya yang jauh bahkan sering cancel sama pengemudi karena jarak jemput nya jauh beda sama belah tidak sampe mnt pengemudi nya sudah dtng baik sistem nya dong kalo kaya gitu terus bukan cuma yang pindah semua nya pindah belah
Rhi Sha,Gojek,5,2026-03-09 20:37:13,sangat membantu,sangat bantu
Muhammad Alauddin Azhary (Azhar),Gojek,3,2026-03-09 19:02:48,halaman gojek+ sangat lag mohon diperbaiki,halaman gojek sangat lag mohon baik
Dewa 09,Gojek,5,2026-03-09 18:39:59,sanggat baik,sanggat baik
Bagus Rossiansyah (Gosss),Gojek,1,2026-03-09 18:01:01,tolong kasih himbauan buat driver kalian agar lebih hati hati di jalan,kasih himbauan buat pengemudi kalian lebih hati hati jalan
Al Minto,Gojek,1,2026-03-09 17:53:47,mau daftar aja ribet minta nomer Teflon Lama yang udah ngak di pake ya udah lupa gimana sii,mau daftar aja ribet minta nomer teflon lama sudah ngak pakai sudah lupa bagaimana sii
Muhammad Zakaria Anshori,Gojek,1,2026-03-09 17:51:48,"jangan mau belanja pake aplikasi ini guys.. gofudnya mahal banget njir, barang yg klo beli di tempat 70rb di aplikasi ini lebih dari 140rb(berikut ongkir), lebih dari 2x lipetnya.. padahal deket cuma 10 menit bolak balik pake motor.. mending order l*l*move, chat drivernya buat beliin apa yg kita perluin di titik yg kita order.. tinggal kita qris atw tf langsung ke gerai nya.. life hack cooyyy",jangan mau belanja pakai aplikasi guys gofudnya mahal banget njir barang yang kalau beli tempat rb aplikasi lebih rbberikut ongkir lebih x lipetnya padahal deket cuma menit bolak balik pakai motor mending pesan llmove chat drivernya buat beliin apa yang perluin titik yang pesan tinggal qris atw tf langsung gerai nya life hack cooyyy
fajar setiyawan,Gojek,1,2026-03-09 17:47:28,"mau pesen makan malah kendala sinyal, padahal buat sosmed lain lancar, tolong optimalkan lagi",mau sen makan malah kendala sinyal padahal buat sosmed lancar optimal
yete ha,Gojek,1,2026-03-09 17:43:25,aplikasi mahal ..kebanyakan loading...auto delete,aplikasi mahal banyak loadingauto delete
Safira Rahman,Gojek,5,2026-03-09 17:28:39,bermanfaat sekali terimakasih,manfaat sekali terimakasih
Abie 2021,Gojek,1,2026-03-09 17:22:38,semakin buruk,makin buruk
Kencleng Mbanggok,Gojek,1,2026-03-09 17:20:05,jaringan error trus a,jaring eror trus a
Azllan Muhammad,Gojek,4,2026-03-09 17:09:51,mantap,mantap
Dina wien Werdiningsih,Gojek,3,2026-03-09 16:59:11,Terimakasih sangat membantu,terimakasih sangat bantu
Anang Jatmika,Gojek,5,2026-03-09 16:32:27,SAT SET TANPA RIBET GO FOOD EMANG MELESATTT,sat set ribet go food emang melesattt
budi handoko,Gojek,4,2026-03-09 16:15:20,terkadang dapat driver yg tidak bergerak saat pesanan sdh diterima,terkadang pengemudi yang gerak pesan sudah terima
ali ahmad,Gojek,2,2026-03-09 16:07:47,biaya aplikasi SMKN mahal tp promo semakin sedikit,biaya aplikasi smkn mahal tapi promo makin sedikit
Arjun SMILE,Gojek,1,2026-03-09 16:05:51,gak bisa di cancel pada hal saya salah alamat jauh banget malah gak bisa di cancel,tidak di cancel hal salah alamat jauh banget malah tidak di cancel
reree,Gojek,2,2026-03-09 15:38:53,"jujur aplikasiny lg knp si, sebel bgt tiap dpet driver drivernya gamau gerak akhirnya harus cancel. trus sklinya cancel psti dpet drivernya jauh2 bgt akhirnya hrus cancel lagi, tolong deh ya😗🙏🏻",jujur aplikasiny lagi knp si sebel banget tiap dpet pengemudi drivernya gamau gerak akhir cancel trus sklinya cancel psti dpet drivernya jauh banget akhir hrus cancel tolong deh
Ika Mion,Gojek,5,2026-03-09 15:36:33,Sangat memuaskan. Aman dan nyaman,sangat muas aman nyaman
Abdus Salam,Gojek,5,2026-03-09 15:24:56,Aman lancar,aman lancar
Mugi Pangestu,Gojek,1,2026-03-09 14:56:24,"aplikasi gajelas, pesen gocar hampir 3x ganti driver gajelas dichat gabisa hampir nunggu 1jam tanpa kabar padahal driver dekat cuma 1km. akhirnya pindah sebelah cuma 5 menit dah sampe.",aplikasi gajelas sen go car hampir x ganti pengemudi gajelas dichat gabisa hampir nunggu jam kabar padahal pengemudi dekat cuma kamu akhir pindah belah cuma menit sudah sampe
Erosanin Jiraiya,Gojek,2,2026-03-09 14:45:58,"banyak driver yang gak mau ambil penumpang, kalo kita pilih ""paket hemat"".",banyak pengemudi tidak mau ambil tumpang kalo pilih paket hemat
Husin Husin,Gojek,5,2026-03-09 14:44:44,mantap,mantap
Fajar BS,Gojek,4,2026-03-09 14:42:08,Bug terooosss,bug terooosss
Muhammad “Eddo2” Ridho,Gojek,5,2026-03-09 14:23:55,is okey,is okey
Nadhira Shakayla,Gojek,5,2026-03-09 14:20:45,terimakasih krn sudah bikin geme ini,terimakasih karena bikin geme
Farid Rahman N23,Gojek,4,2026-03-09 14:19:55,Gak bisa ganti dari tunai ke saldo gopay,tidak ganti tunai saldo gopay
dwi pradana,Gojek,5,2026-03-09 14:18:02,bagus sekali,bagus sekali
Ichagreshyinta Peranginangin,Gojek,1,2026-03-09 14:17:06,gojek taiii lama sekali berjam jam menunggu tidak ada kepastian🙄,gojek taiii lama sekali jam jam tunggu ada pasti
Muhamad mulki,Gojek,1,2026-03-09 14:13:17,"sumoah kesel banget kepencet pembelian langsung gabisa d batalin loh ,ga lagi lagi pake aplikasi ini",sumoah kesel banget pencet beli langsung gabisa d batalin loh tidak lagi pakai aplikasi
yvonne a,Gojek,5,2026-03-09 13:52:39,driver nya masih tetep yg paling sopan dr yg lain,pengemudi nya tetep yang paling sopan dari yang
Asep Supriadi,Gojek,1,2026-03-09 13:52:31,Payah ga bisa cariin driver .......aplikasi bobrok...ga guna...payah susah dapet driver..gak guna,payah tidak cariin pengemudi aplikasi bobrokga gunapayah susah dapet drivergak
david ady chandra,Gojek,2,2026-03-09 13:46:54,sulit cari driver saat grimis,sulit cari pengemudi grimis
Inne Shintya Nurmala,Gojek,4,2026-03-09 13:46:06,"titik penjemputan trkadang tidak sesuai d aplikasi antara gojek dg customer, hingga membuat kami cekcok.. tlong perbaiki kualitasnya.",titik jemput trkadang sesuai d aplikasi gojek dg customer hingga buat cekcok tlong baik kualitas
Ini Nama,Gojek,1,2026-03-09 13:43:37,"tolong, kalo andai dari awal ga dapet driver kasih info setidaknya 15mnt. itu juga ga bisa dibatalin. udah nunggu 1 jam, estimasi stuck di 27mnt, dan ga ada kepastian.",kalo andai awal tidak dapet pengemudi kasih info mnt juga tidak dibatalin sudah nunggu jam estimasi stuck mnt tidak pasti
Agus Siswanto,Gojek,5,2026-03-09 13:41:17,"Sangat Membantu, Jaya Terus Gojek",sangat bantu jaya terus gojek
Ari Fahrul,Gojek,1,2026-03-09 13:24:36,yallah kesian banget driver akun goceng cuma bisa ngelus dada,yallah kesi banget pengemudi akun goceng cuma ngelus dada
Sutik No,Gojek,5,2026-03-09 13:00:14,ramah & sopan,ramah sopan
Gabriel,Gojek,1,2026-03-09 12:45:38,Tolong dong lebih di perketat aplikasinya! jangan menang nama doang! apa-apaan orang nunggu berjam-jam dan cuman buat di batalin! gua ke mana2 juga telat! liat lah lu punya gojek! batalin seenaknya!! aplikasi di nyalain padahal dia sendiri belum siap! mending kalo dia respon!! enggak! bahkan ada yang bisa jalan-jalan!!! telepon chat ga di respon!! mau nunggu viral dulu baru bertindak?!,dong lebih ketat aplikasi jangan menang nama doang apaapaan orang nunggu berjamjam cuman buat batalin gua mana telat liat lah kamu punya gojek batalin enak aplikasi nyalain padahal sendiri siap mending kalo respon enggak bahkan yang jalanjalan telepon chat tidak respon mau nunggu viral dulu baru tindak
Taufik Hidayat,Gojek,5,2026-03-09 12:33:22,Apl nya tidak bsa di update yaa,apl nya bsa perbarui yaa
Achmad Solahudin,Gojek,1,2026-03-09 12:32:24,dapet driver Jauh2 terus,dapet pengemudi jauh terus
Fadli Fadilah,Gojek,1,2026-03-09 12:27:58,"udh paling bener dibeli grab aja atau tutup sekalian, dzholim bgt sama mitra ngasih Argo ga seberapa tapi nganternya jauh, jadi gada yang mau ngambil orderan customer jadi nunggu 1 jam lebih, saya udh 3 jam nunggu gada yang mau ngambil orderan belum buka puasa nahan lapar karena aplikator dzholim",sudah paling bener beli grab aja tutup sekali dzholim banget sama mitra ngasih argo tidak berapa nganternya jauh jadi gada mau ngambil pesan customer jadi nunggu jam lebih sudah jam nunggu gada mau ngambil pesan buka puasa nahan lapar aplikator dzholim
Elsa Pnk,Gojek,5,2026-03-09 12:17:36,puas dengan aplikasi ini sangat membantu,puas aplikasi sangat bantu
Rehan Fikri,Gojek,5,2026-03-09 12:17:28,sangat bagus👍👍👍,sangat bagus
Desi Fuji,Gojek,5,2026-03-09 12:14:12,mantap,mantap
Rangga Warsita,Gojek,5,2026-03-09 12:14:07,udah bagus cuma tarifnya tolong dikurangi dikit tuk Gocar,sudah bagus cuma tarif rang dikit tuk go car
Yoofi Code,Gojek,3,2026-03-09 12:09:35,susah dapat driver kalo urusan dengan gofood,susah pengemudi kalo urus go food
Fatkhul Huda,Gojek,1,2026-03-09 12:00:32,sinyal full data full. di buka tunggu capek sekali semakin hari semakin lelet aplikasi nya,sinyal full data full buka tunggu capek sekali makin hari makin lelet aplikasi nya
Baridin n,Gojek,1,2026-03-09 11:57:32,lebih baik grab,lebih baik grab
Wasino,Gojek,5,2026-03-09 11:51:17,tak mampu berkata saking nyamannyq,tak mampu kata saking nyamannyq
Ignatius Pradana,Gojek,1,2026-03-09 11:49:11,driver banyak yg sombong kaga mau ambil orderan,pengemudi banyak yang sombong kaga mau ambil pesan
abdul rohman,Gojek,1,2026-03-09 11:46:47,"tolong perbaiki sistem yg sekarang ,dapet drivernya jauh jauh bgt !!",baik sistem yang sekarang dapet drivernya jauh jauh banget
Parfum 123,Gojek,5,2026-03-09 11:33:18,rekomend,rekomend
Nerawati,Gojek,5,2026-03-09 11:29:32,sangat berguna skl dan bagus,sangat guna skl bagus
floral,Gojek,1,2026-03-09 11:19:47,"cari driver lama bangett kayak eek oramg lagi buru2,mana malah makin mahal harganya",cari pengemudi lama bangett kayak eek oramg burumana malah makin mahal harga
Anggi Rosena,Gojek,5,2026-03-09 11:13:04,aplikasi gojek sangat membantu .saya sangat senang,aplikasi gojek sangat bantu sangat senang
