userName,score,at,content,app
DONI SAJA (DONZ),5,2026-03-12 08:19:06,"trm ksh, sangat membantu",Gojek
rafika utari,5,2026-03-12 08:02:59,good,Gojek
Arinta Mustika,5,2026-03-12 07:58:28,membantu,Gojek
Mohammad Maulana Ulul Azmi,1,2026-03-12 07:56:56,loading mulu,Gojek
kristia nila putri,4,2026-03-12 07:53:06,baik,Gojek
Elis Herwayati,5,2026-03-12 07:52:13,bagus sekali pokoknya,Gojek
Faisal Lukaman murad,5,2026-03-12 07:48:43,keren sampai ditempat tujuan yang tepat,Gojek
Rafi Ghaniza,1,2026-03-12 07:46:08,gajelas skrng,Gojek
Elisa Mutiara,5,2026-03-12 07:43:14,alhamdulillah puas,Gojek
Muhammad Riski fadillah,1,2026-03-12 07:41:57,GOJEK DARURAT TARIF!,Gojek
Acun Ramlan,4,2026-03-12 07:41:11,ok,Gojek
Sate Keroncong,1,2026-03-12 07:37:25,tiap hari pesan gosend susahnya minta ampun bisa 1/2 jam baru dpt,Gojek
Vinsensius Martua Siboro,5,2026-03-12 07:07:45,mantap banyak promo,Gojek
Achmad Rafi,5,2026-03-12 06:53:25,BAGUS,Gojek
El dyara lunika Desrinta,5,2026-03-12 06:44:16,sangat berguna,Gojek
Pintauli Pangaribuan,2,2026-03-12 06:41:33,"Driver Gocar-nya banyak yang malas. Susah sekali balas pesan, tangannya batu kali ya. Posisi juga tidak bergerak. Sudah lama menunggu, tapi sia-sia.",Gojek
Luki Andriansah,1,2026-03-12 06:40:24,"Perbudakan jaman modern, kalian untung, driver-nya buntung",Gojek
Michael Evano Junior,4,2026-03-12 06:38:54,"Kadang lag blank white, padahal koneksi lancar.",Gojek
Shaphire Rachman,5,2026-03-12 06:36:28,mantab,Gojek
Sanja Aprianto,1,2026-03-12 06:29:09,driver lu pada kemana kagak ada yg mau,Gojek
Yudi Rusliana,1,2026-03-12 06:24:20,update mulu anjir,Gojek
Naufal Muji bakhtiar,1,2026-03-12 06:12:27,HAHA HIHI TAU TAU BANGKRUT 😂,Gojek
Rin Ni,2,2026-03-12 06:05:07,"jelek bangetttt nemuin driver padahal disekeliling banyak, apa karena tarif goride hemat? hmmm bingung, yang salah driver atau aplikasi 🥱",Gojek
BREGAS Musa,2,2026-03-12 06:00:53,"Setelah Update terbaru aplikasi gojek driver malah tambah parah. dimana paket gosend tidak seperti dulu. dulu kita dapat orderan lalu kita ambil. sekarang kita dapat orderan gosend. kita parkir motor kita menuju Mall tempat pengambilan paket. eh baru sampai dan tanya satpam tempatnya dimana. malah dicancel. sungguh ironi. kenapa pihak pusat tidak memikirkan kondisi fakta lapangan. apakah macet, apakah jarak antara mall daParkiran jauh. mohon kembalikan aturan gosend seperti dulu aja tanpa Waktu",Gojek
alloysius wanda,5,2026-03-12 05:57:15,oke,Gojek
Arsyakha_ Zalfa,1,2026-03-12 05:48:31,potongan ke driver terlalu besar,Gojek
Anggita Dwitama,1,2026-03-12 05:47:51,"gk jelas bgt pesen gocar udah harganya mahal, didapetinnya driver yg masih nganterin penumpang lain. gk jelas bgt buat aturan",Gojek
Dedi Nganjuk,5,2026-03-12 05:20:00,rapat waktu,Gojek
Surini Astuti,5,2026-03-12 05:16:19,ok,Gojek
Atma Putra,1,2026-03-12 05:10:13,siap bangkrut anda aplikasi sampah yg nguras uang mitranya,Gojek
Adzra Mahirah,5,2026-03-12 05:05:28,"suka bangett sama aplikasi gojek, jadi gampang buat pesen apa'",Gojek
Jupri Iskandar,5,2026-03-12 05:04:01,sangat membantu ini,Gojek
Bismila Alhamdulilah,5,2026-03-12 05:03:56,mantap,Gojek
Sumi Atun,5,2026-03-12 04:53:04,Alhamdulillah sangat membantu,Gojek
Annisa Sri Intan Widiyanti,2,2026-03-12 04:51:38,susah banget dapet driver sekarang ini!!!,Gojek
Sunandar Eko,5,2026-03-12 04:51:28,Mantabhhhhhhh........ 👍🏼,Gojek
Gatot Rustopo,5,2026-03-12 04:49:00,"respon cepat ,sopan2 drevernya",Gojek
Kushiro Sushi,1,2026-03-12 04:27:33,"susah banget dapat driver ,semakin kesini gojek kurang bagus,tolong dong di percepat dalam mendapatkan driver",Gojek
Ratih Fransiska,5,2026-03-12 04:23:39,amnah bangettt,Gojek
Selviani Janitra,2,2026-03-12 04:05:25,"makin mahal tapi makin jelek pelayanannya, baik dari segi drive maupun sistem aplikasi yang suka eror",Gojek
Natanail Ketaren,3,2026-03-12 04:03:52,"riwayat transaksi tidak bisa di downloads. sudah dijalankan sesuai instruksi utk tekan tombol download, namun tidak berfungsi.",Gojek
Joe Bersama,2,2026-03-12 04:01:55,tambah hari tambah susah dpt driver gosend..padahal ditempat banyak driver cm dptnya yg jauh dr lokasi itupun dapatnya lama..sementara pindah ke sebelah dlu drivernya gercep....,Gojek
adhisetyo _,5,2026-03-12 03:53:52,mantap,Gojek
Papikost Putri,1,2026-03-12 03:35:28,aplikasi hilang sendiri dan tidak bisa dibuka,Gojek
menang kalah,1,2026-03-12 03:27:29,"Cari driver sulit, ketika dapat drivernya muter2 tidak jelas, tdk ada respon di chat mengecewakan",Gojek
alan fahri,1,2026-03-12 03:24:46,"Respon dan penjemputan driver Lama.. aLasan jaLan macet, banjir dan Lain Lg.. padahaL sy yg di posisi penjemputan tau kL itu gak macet, gak banjir dan Lainnya.. sy seLaLu nunggu 1 sampai 2 jam untuk tiap penjemputan..",Gojek
ada disini,1,2026-03-12 03:01:17,pencarian driver nya gak jelas lama kali,Gojek
Rengganis Kusman,2,2026-03-12 03:00:14,"beberapa kali order udah dapet driver waktu tunggunya lumayan lama udah di tungguin hampir setengah-satu jam gak datang-datang, tiba-tiba di cancel gak ada konfirmasi dulu dari driver rating driver nya dari bintang 4, sekian sampe 5 tolong dong attitudenya apa lagi yang bintang 5 mohon untuk di training",Gojek
Hendra Thee,1,2026-03-12 02:59:10,"1. Tidak Professional, Menggunakan Gosend Instant Prioritas Malah Drivernya Antar Ke 3 Tmp Lain Dulu, Ditnyin Ke Chat Aplikasi Gojek Dibilangnya Pakai Instant Hemat, Petugas Bantuan Chatnya Jg Gak Sopan Blm Selesai Chat Main Diputus Aja 2. Pihak Gojek Di Singapore Seenaknya Kasih Biaya Pembatalan Ke Customer",Gojek
Okki Raditya Ramdhani,5,2026-03-12 02:58:57,sangat membantu,Gojek
achmad Arya,1,2026-03-12 02:56:26,drivernya susah dapat karena driver hanya diberikan harga murah. jadinya kami tidak bisa dapat driver,Gojek
agni,5,2026-03-12 02:42:37,suka bangettt,Gojek
Keiran Hadisaputro,1,2026-03-12 02:34:26,cari driver lama,Gojek
Lisa Zifara,5,2026-03-12 02:34:12,Bagus dan bermanfaat sih. tapi kalau bisa sediakan fitur khusus ojek cewek dong.. biar lebih aman buat cewek,Gojek
Satria Mahardika,5,2026-03-12 02:33:31,bagus banget dan sangat membantu,Gojek
Syahzani Nuralbiru,5,2026-03-12 02:32:32,murah,Gojek
dede ridwan kamil,3,2026-03-12 02:28:16,makin kesini makin susah dapet driver nya skalinya dapet lokasi drivernya jauh... mau coba aplikasi tetangga dulu,Gojek
ROMA ULI BERUTU,5,2026-03-12 02:26:50,bagus,Gojek
H3ndrix,4,2026-03-12 02:23:00,top,Gojek
Joko Wiyanto,5,2026-03-12 02:21:20,luar biasa,Gojek
Bozell,1,2026-03-12 02:11:04,"sekarang nih aplikasi lemot banget, mau bayar belanjaan kudu nunggu 5 menit, gw gk tau nih salah koneksi gw atau bukan tp literally yg lemot di hp gw cuma aplikasi ini",Gojek
Wahyudi 69,5,2026-03-12 02:07:25,"aman , nyaman , selalu ada jln",Gojek
arif kencana,5,2026-03-12 02:07:05,oke,Gojek
Choirul Ashari,5,2026-03-12 02:04:34,baik selama saya memaksi,Gojek
Sapta Lukman Nur Hakim,1,2026-03-12 01:40:46,"waktu tunggu lama bisa 8-10 mnt. bukan cuma sekali tapi setiap order.. driver byk yg Deket tapi dapat nya yang jauh, padahal yang reguler bukan promo hemat.",Gojek
Megga Saryy,5,2026-03-12 01:39:46,sangatt mudah,Gojek
Rasirin,4,2026-03-12 01:39:14,Bagus,Gojek
agus budiono,5,2026-03-12 01:27:44,pelayanan cepat dan baik,Gojek
Adinda DS,1,2026-03-12 01:19:56,"Easy fjangan minta update mulmulu kali, orang buru2 di suruh update",Gojek
Iwan Taryana,1,2026-03-12 01:18:05,"tarif hemat cma bikin customer dan driver rugi, krn utk customer waktu tggu lebih lama, dan utk driver, jarak tempuh utk jemput lebih jauh (blast) MIKIR LAH KLO PINTER!!!!",Gojek
Alifia Ayunia Rahman,1,2026-03-12 01:13:51,"terus²an di cancel sama drivernya, dengan alasan jarak titik jemputnya jauh, padahal gapapa nunggu asal jangan di cancel terus",Gojek
d_ Lc,1,2026-03-12 01:11:55,"awal ny gw ksh bntang 5 tp skrg gw ubh, gw kcewa smnjk ptongan yg d beban kn k ojol gde, gw jd susah nyari gojek or gofood aplg untuk jrak dkt, tarif ojol jg skrg mahal, kecewa gw, no recomended, payah lu gojek, bikin customer ga nyaman !!!",Gojek
H William,5,2026-03-12 01:05:37,good,Gojek
Melisa Andriyani,5,2026-03-12 01:05:00,ok,Gojek
Najibah,4,2026-03-12 01:04:33,good aplikasi,Gojek
Nazahah Indallah,4,2026-03-12 01:03:23,Lama mencari ojolnya,Gojek
Vinna Pratiwi Agustyn,1,2026-03-12 00:54:34,akhir akhir ini susah banget dapat driver yang dekat malah di dapatkan yang jauh jauh,Gojek
Lingga Dewi,3,2026-03-12 00:52:41,"2hari ini Gojek kenapa lemot sekali ya (terutama Goride). Padahal kuota internet masih banyak, wifi jg tetep lemot. Aplikasi juga sdh update..",Gojek
oyat hidayat,5,2026-03-12 00:51:14,Kieu pisan 👍👍👍,Gojek
agus setiyawan,5,2026-03-12 00:50:54,baik,Gojek
Romario Rainald Karafir,5,2026-03-12 00:50:52,"puas, suka dab keren",Gojek
Muhammad Bayu Nugroho,1,2026-03-12 00:45:47,tolong perbaiki saya mau pindah dari tunai ke gopay tidak bisa,Gojek
Intan Azzahra,1,2026-03-12 00:34:28,"Gatau ya, ini gojek emang lagi jelek atau gimana. gue udah berhari² order yg moto baru beberapa menit di cancel. ada kayanya 3-4 driver. yang harusnya gue nunggu cuma 5 menit atau ini jadi bisa ½ jam. gila.",Gojek
Sep Asep,5,2026-03-12 00:33:06,bagus pelayanan cepat,Gojek
Gandra Irawati,5,2026-03-12 00:31:39,pelayanan oke sekali dan sangat membantu dalam pekerjaan dan kegiatan saya sehari-hari dan juga membantu saya untuk mendapat informasi mengenai sesuatu hal baru yang belum saya ketahui..,Gojek
aruel Raus,1,2026-03-12 00:30:42,buruk,Gojek
DIANA MAGDALENA SILALAHI,5,2026-03-12 00:14:55,sangat membantu untuk perjalanan jauh,Gojek
Melceny Adisthy,1,2026-03-12 00:13:56,"Gojek dlu hampir semua kepake apalagi food nya ,tp bbrpa waktu lalu ak komplain soal makanan yg sudah ada lava lalat nya tp katanya laporan saya ga memenuhi prosedur,padahal sudah sesuai dengan yg diperintahkan untuk menghubungi cs gojek. sejak saat itu ak lbh milih Grabfood sebagai tempat jajan ,karena jika ada komplain lbh bertanggung jawab.. Gojek hanya menang mahal dan ga tgg jawab , saya pengguna lama gojek sejak awal ada. Sangat kecewa",Gojek
D1N4N 45,5,2026-03-12 00:13:15,oke lah ya,Gojek
Urip Setiawan,5,2026-03-12 00:08:45,oke,Gojek
Arifal Cdf,5,2026-03-12 00:02:29,good,Gojek
adi santika,2,2026-03-11 23:57:31,Tidak bisa update,Gojek
Yadhi Yudhistira,5,2026-03-11 23:44:50,mantap bet 👍,Gojek
heru f,1,2026-03-11 23:34:30,"potongan komisi lu kegedean, akibatnya pada susah dpt driver yang mau bawa!!",Gojek
Arman Djuhana,5,2026-03-11 23:30:51,pandai cari rute,Gojek
Luciana Haryono,2,2026-03-11 23:05:30,"awalnya sudah sangat bagus, tapi sekarang setiap kali mau pulang dari stasiun dengan gojek hemat, pasti selalu dicarikan driver yang jauh dan proses mencarinya pun lama, seakan-akan tidak memperbolehkan user menggunakan fitur gojek hemat. tolong diperbaiki.",Gojek
RazDOT hans,1,2026-03-11 22:32:58,"POTONGAN 20% UP, APLIKATOR KO TOL",Gojek
Ivan Kurniawan,5,2026-03-11 21:58:43,ok,Gojek
Mhmmd Syawaluddin,1,2026-03-11 20:56:09,"Gojek lebih di perjelas lagi dong sistem nya,ada cust yg ketinggalan naro topi di helm bokap saya cust itu ngelapor malah jadi bokap saya yg kena suspend sampe gabisa on bid lagi cust juga diperhatikan lagi dong kalo udh sampai titik tuh jangan maen langsung jalan atau pergi aja pastiin ada barang yg ketinggalan apa ngga di driver jangan maen asal lapor ini itu aja",Gojek
renny ayu,5,2026-03-11 20:32:39,langganan d sni banyak promo,Gojek
rudi hartono,5,2026-03-11 20:12:10,"Admin nya humble, Belanja nya nyaman",Gojek
Suud Mahdalena Lakoro,1,2026-03-11 19:37:41,"gofoodny mines, waktu tunggunya dlm 1 menit tapi jadi 3 menit lamanya",Gojek
Nijananda Pramono,1,2026-03-11 19:30:03,"suka kasihan lihat drivernya, mereka bekerja keras membela customer, mecari nafkah untuk keluarga, tapi penghasilan makin sedikit, sedih banget kalo denger mereka berkeluh kesah",Gojek
Andini Aulia Rahma,5,2026-03-11 18:06:04,"I LOVE GOJEK, siapapun yang ciptain gojek makasih banget, driver amanah, seru, fitur lengkap, harga murah, bisa kapan aja dan kapan aja, ada proteksi juga, bagus pokoknya",Gojek
Vitcell,5,2026-03-11 17:34:25,good,Gojek
Santowinner Winner,4,2026-03-11 17:29:24,"aplikasi yg dapat membantu ketika kita sedang membutuhkanya,buat para driver Gojek semoga selalu sehat kuat dan di beri keselamatan serta rejeki yg barokah",Gojek
Muhammad Aga,1,2026-03-11 16:54:24,"potongan terllu besar untuk driver, kasihan padahal perawatan motornya sidriver yg tanggung, ataupun mobil, kaya sapi perah w kadang kasian ama driver terpaksa narik untuk kluarga",Gojek
Arif Sudarsono,2,2026-03-11 16:27:22,"ok skerang bintang 2, refund isi tol yang 25 sudah berhasil, kenapa yang isi tol 50 di tgl 09.03.2026 belum di refund, padahal saldo tidak masuk juga",Gojek
Ari Susilo,5,2026-03-11 16:24:53,sangat membantu,Gojek
Devarim Santeo Masahiro,5,2026-03-11 16:11:47,keren,Gojek
Bajang Unik,5,2026-03-11 16:11:13,mantab jek,Gojek
muhammadfuad husainihakim,5,2026-03-11 16:08:48,Sangat membantu dalam keadaan darurat,Gojek
Muhamad Hariyadi,5,2026-03-11 16:07:10,siplah,Gojek
Ina Zhang,4,2026-03-11 15:32:15,Gojek sekarang jelek masa sering batal sendiri,Gojek
Vidya Siti rohimah,3,2026-03-11 15:27:52,susah amat dapet driver ga ada yg mau ngambil padahal banyak goride yang mangkal,Gojek
Ilyas Bima,1,2026-03-11 15:11:05,driver sulit,Gojek
Aston Hill,1,2026-03-11 14:50:42,Makin sulit untuk mendapatkan driver. 1x Trip bisa 10x di cancel driver gocar. 2026 bukan lebih baik malah tambah parah. Driver yang sering menolak orderan tolong diperingatkan supaya kedepannya Customer bisa lebih nyaman memilih gojek,Gojek
ichsan rama,1,2026-03-11 14:47:40,susah dpt pengemudi kalo rame,Gojek
Amirotul Jannah,5,2026-03-11 14:41:55,mudah bangett,Gojek
Redy Riswanto,5,2026-03-11 14:11:16,hemat sangat membantu,Gojek
Nuri aza,5,2026-03-11 14:01:50,bagus,Gojek
Wong Kidul,1,2026-03-11 13:57:08,menyusahkan customer dan driver,Gojek
muhamad tegar,1,2026-03-11 13:42:32,"tidak suka, soal nya gabisa nyewa lc",Gojek
Ryoga A.Saputra,1,2026-03-11 13:41:53,"Daftarnya aja ribet mau bikin akun,nunggu otp ga kluar"" .. terus sekalnya order yg hemat ga ada yg ambil ,,Manding ga usah taro tuh yg hemat",Gojek
Reynold Kurniajaya,1,2026-03-11 13:27:53,"Susah dapat driver utk hampir semua hal, padahal keliatan depan mata kl di sekitar kt lagi banyak driver. Percuma ada appnya. Tingkatin pembagian uang ke mereka lah jd mereka g males utk narik. Semua driver yg ketemu saya udh ngeluh kok kl potongan yg mereka dapatin terlalu kecil dan bahkan g balik modal utk mereka",Gojek
Tiwiputri,1,2026-03-11 13:25:32,kalo ujan duh gabisa di harapkan,Gojek
Fahrezi Rivaldo,1,2026-03-11 13:24:08,"ga jelas nih algoritma nya, ada driver yg jaraknya 2 menit malah di kasih yang 12 menit. harga juga naik cuma lewat beberapa menit dari pukul biasanya saya brgkt",Gojek
ridwan alam,1,2026-03-11 13:20:53,saya sering dibatalkan sepihak,Gojek
Fety Ruriatin,5,2026-03-11 13:17:54,top buat gocar....,Gojek
Wawan Number,1,2026-03-11 12:49:32,aplikasi ini sangat tidak kompeten mencari driver terlalu lama padahal ongkos nya mahal payah ini aplikasi makin hari,Gojek
Andini Oktavia,1,2026-03-11 12:43:38,makin kesini. makin gak jelas pesen gojek lama pesen makanan juga masa biaya penanganannnya 40 ribu /30 ribu blom ongkir trus gada promo,Gojek
Dwi Septiah,2,2026-03-11 12:40:58,"awalnya suka pake aplikasi ini tapi makin lama makin susah dapet driver, terutama untuk gocar banyak yang gamau diambil, tapi di klik ambil, udah nungguin lama tapi di tolak, tapi kadang posisi ga bergerak, di chat banyak alasan, sampe harganya naik kesel banget.",Gojek
Afif Hari,5,2026-03-11 12:34:32,mudah dalam pengoprasian dam banyak promonya,Gojek
adul takendul kendul86,5,2026-03-11 12:32:18,Alhamdulillah sampai dengan selamat,Gojek
Ahmad Sarif Hidayat,2,2026-03-11 12:27:15,"tambah kesini malah makin kacau, dapat gosend berapa x, jauh jauh jemput pas mau nyampe malah cancel sistem, gilaaaaa",Gojek
Idhoful Khofi,1,2026-03-11 12:26:50,tambah parah sistem gojek tambah hari driver pada banyak bilang ongkos 6k padahal saya bayar Full apa lagi order gored padahal disamping tempat aq bayak driver diam malah dapat driver Yg jaraknya 3kl sampai 5kl parah parah gojek,Gojek
Naura Alvina,5,2026-03-11 12:20:35,"bgs.diskon.tpi iklannya ganggu,caper bgt jir mau bgt yah di notice spotlight🙄🙄😏😏😮‍💨😒😒🫢",Gojek
Muhamad Saddam Ramadhan,2,2026-03-11 12:19:02,driver lama,Gojek
Rivandi,1,2026-03-11 11:54:31,susah nyari goride,Gojek
Siti Zahra,5,2026-03-11 11:48:18,Gojek sangat bagus..dan sangat membantu kalo mau kirim barang pesanan...,Gojek
Cornelia Lusi,3,2026-03-11 11:40:35,"susah tracking perjalanan. mapnya kalah gede sama iklannya 😐 dikecilin dong itu iklan promonya, ganggu banget, mana ga bisa dikecilin",Gojek
Aini Nrull,5,2026-03-11 11:28:09,"akhir² ini gojek susah dapet driver. sekalinya dapet itupun nunggu lama, minimal klo gamau nganterin bisa di cancel dari drivernya ini malah drivernya ngejauh tanpa ada omongan",Gojek
Rafif Irzaldi ahmad,1,2026-03-11 11:18:07,ya Allah gojek pada males males banget ya udah gitu GK dapet dapet lagi gini amat sih algoritmanya sabar.... lagi bulan Ramadhan,Gojek
Fitria Ningsih,5,2026-03-11 11:14:37,hrga nya agak d murahin lebih bnyk in promo ny y 🥰🥰,Gojek
Fariz Athaillah01,5,2026-03-11 11:06:02,praktis pokona,Gojek
Grace Katrina,1,2026-03-11 11:04:10,"makin kesini makin jelek nunggu sampe 1 jam gaada yg mau ngambil, drivernya kebanyakan cancel orderan!",Gojek
Alex Pasker1980,5,2026-03-11 11:02:42,pencarian driver yang cepat+murah,Gojek
Rosid Hastanto,4,2026-03-11 10:57:31,mantap,Gojek
Muhammad Sultan Alfarabi,1,2026-03-11 10:57:15,"masa gua order udah 10 kali di cancel Mulu, udah gitu dapet pesenan nya jauh Mulu lagi",Gojek
Rizky Fernando,5,2026-03-11 10:55:37,Tolong untuk Go food pelanggan bisa chat dengan penjual secara 2 arah,Gojek
Ades,5,2026-03-11 10:55:18,ini selama bulan ramadan menjelang sore goride pada kemana ya?,Gojek
Kornelius Ardianta Purba,1,2026-03-11 10:54:51,Banyak driver yang gengsi atau menolak ketika jam sibuk padahal lagi free.,Gojek
Ravier Savion,1,2026-03-11 10:52:28,"Driver nya lambat, respon costumer service buruk",Gojek
Novriano Dimas,1,2026-03-11 10:52:18,udah pake yg prioritas masih aja lama,Gojek
Beny Indosat Permata,2,2026-03-11 10:51:02,"tiap order di area jaksel sama tangerang sekitar, pasti lebih dr 20 menit baru ada yg ambil. lama banget layanan nya",Gojek
Dhita Amalia,4,2026-03-11 10:49:01,"sumpah sebel banget gabisa langsung batalin pesanan gofood MESKIPUN udah pesen dan LAMAAA BGT GA DAPET DRIVERNYA pliss lahh, cari driver nya kenapa susah bgt sihh dan gabisa cancel pesanan?!!",Gojek
Lia Marlianah,5,2026-03-11 10:47:02,ok,Gojek
Satri Hidayah,5,2026-03-11 10:43:07,oke bangat,Gojek
Rengga,1,2026-03-11 10:39:47,makin gembel aplikasinya 👎🏻,Gojek
Rizky Prabowo,1,2026-03-11 10:37:03,saat urgent tidak dapat diandalkan. susah cari driver,Gojek
Yudhi Rismayadi,3,2026-03-11 10:36:29,ada apa booking gojek menunggu bs 30menit lebih,Gojek
Tubagus Prasetya,1,2026-03-11 10:36:27,"udah mulai males pake apk ini,",Gojek
Asep,5,2026-03-11 10:36:21,baru pertama pake gojek. ok banget,Gojek
Susan Yulia Fitri,2,2026-03-11 10:30:41,"paling mls kl lagi mendung sama sekali driver gamau ambil, pdhl blm juga ujan heran aja si",Gojek
Astra Gunawan,5,2026-03-11 10:29:50,okkkeeeehh,Gojek
Putra Soedirman,1,2026-03-11 10:27:44,"kalau mau ngasi rute jangan buat ribet dong admin, yg seharus nya penjemputan dari lokasi gojek ke kantor saya yg butuh waktu 5menit kok bisa sampe setengah jam ga sampe² eh pas di liat di map, driver nya muter jauh ngelilingi kota palembang. ini saya da sampe rumah pesen max, ngasi makan kucing da rebahan di kamar . gojek nya sampe sekarang belum ada kabar da sampe belum ke titik jemput. simple loh dr polda ke sturbuck sudirman 5menitan, kenapa harus di kasi rute muter demang muter unsri segala",Gojek
Sasanti Tri Utami,4,2026-03-11 10:26:53,driver sering membatalkan orderan,Gojek
adrian zamka,1,2026-03-11 10:26:36,"Drivernya banyak yang dongo sok kaya, sering banget cancel order gak jelas",Gojek
Arif Produksi baret (Arif),5,2026-03-11 10:17:57,mantap,Gojek
Luthfan Hilmi,1,2026-03-11 10:16:54,"apknya jelek,kalo lagi ujan gojek pada sombong, udh harga mahal ga mau ngambil order padahal lagi urgent,judh sering banget kejadian kaya gini,adi buang² waktu,sampahh",Gojek
glen GW,5,2026-03-11 10:08:03,andalan diseap kebutuhan,Gojek
Sherina Shifa Maharani,1,2026-03-11 10:04:46,Sudah banyak cust yg habisin waktu lebih dari 3 jam krn gojek ga dapet-dapet. RUGI WAKTU! Tolong perbaiki sistemnya,Gojek
Kamila Putri,1,2026-03-11 10:03:39,"minus etitude!!!!! abangnya marah marah karena nunggu sbntr aja, kasar banget dichat!!!! pls jgn mau sm yg driver muda karena ga sabaran. amit amit ketemu sm driver kyak gt lagi ih, mana kasar chatnya gua lu dikira kita ga bayar apa?!!?!?! namanya kerja pasti gitu lah jgn mau enaknya aja, nunggu sbntr aja ga mau",Gojek
Risma Ratna latifah,1,2026-03-11 10:03:13,KELAMAAN NUNGGU DRIVER SAMPE PROMOANNYA ILANG,Gojek
Muhammad Adrian Rahmansyah,2,2026-03-11 09:58:12,"Respon aplikasi untuk Carikan saya kendaraan terlalu lama, sehingga saya telat untuk pergi",Gojek
Traveller Foodlover,5,2026-03-11 09:56:32,ok bangets,Gojek
eka puji L,1,2026-03-11 09:50:09,para driver gojek plis lah.. kalian pada niat ngegojek gak sih? suka banget cancel orderan. udah diterima kadang di chat gak pernah di respon. kalo pas hujan okelah. ini cuaca terang benderang loh. gojek plis lah kita sama2 untung kok. tidak ada yg di rugikan. apalagi kadanf dengan alasan jauh. saya pribadi gak masalah loh nunggu belasan menit. emang dasarnya aja pemalas. ini saya sehari bisa loh sampe sepuluh an lebih driver gojek cancel in.,Gojek
Dwi Jabar Mutakin,1,2026-03-11 09:49:30,"udah ga ada driver kali ya, motor ga ada, mobil ga ada",Gojek
Rubiashar,1,2026-03-11 09:49:26,sering banget kalau pesan gocar suka lama kadang malah di cancel apa lg kalau pas hujan supir nya pada belagu gak mau ngambil orderan,Gojek
Heru Rojali,5,2026-03-11 09:48:59,sngat membantu,Gojek
Adam Erda,5,2026-03-11 09:48:38,👍🏻,Gojek
Laurensia Caroline MCI,1,2026-03-11 09:47:46,"Akhir² ini KECEWA dng Gojek, cari driver susah posisi jauh² dan hampir 30 menit tiap hari klu pesan blm tentu dapat akhirnya saya beralih ke Maxim lbh cepet dan sekalinya dpt driver di gantung hampir 10 menit tb di cancel pdhl driver mengatakan mau pick up tp tb² di cancel!!! Bentar lg mau uninstall!!!",Gojek
Dina Hajria,5,2026-03-11 09:42:49,okeh,Gojek
Robby rubianto Sebayang,2,2026-03-11 09:40:18,"kenapa sih akhir akhir ini gojek lama banget dapatnya, pdhl driver banyak banget disekitar yang kita pesan, kalau gamau ada promo gausah dibuat kesel aing",Gojek
Muh Lisin,5,2026-03-11 09:40:18,sangat membantu,Gojek
Adinda,5,2026-03-11 09:38:54,keren,Gojek
Ahmad Thoriqul Aziz_02,3,2026-03-11 09:34:14,Kalau keadaan lagi hujan susah dapat driver padahal perlu banget. Selain itu buat batalin susah loadingnya lama padahal udah ada alternatif kendaraan lain,Gojek
Tokyo Seles,1,2026-03-11 09:26:18,diskon gajelas awalnya diskon 5 ribu harga 20 skrng diskon 5 ribu harga 30 kebelet naik haji ta,Gojek
Hanni Wijaya,5,2026-03-11 09:18:18,kl lagi mager masak membantu banget.banyak diskonya juga. mudah2an selanjutnya banyak gratis ongkir,Gojek
Almieraissa Mochammad R.,5,2026-03-11 09:15:59,lama sekarang setelah ada pilihan harga 😡,Gojek
Ruby.,2,2026-03-11 09:10:32,kok apk ny eror ya gw gk bisa login akun gw tulisan ny coba download apk dari play store padahal gw install dari play store,Gojek
Simon mack,1,2026-03-11 09:04:10,"benerin dah sistem lu, nyebelin bngey aplikasi nya, jngan bisa nya ngeduitin Mitra doang",Gojek
Dedi Jr,1,2026-03-11 08:54:40,"privasi nomer konsumen dan driver adalah ketololan,, bikin ribet di lapangan IT nya tolol",Gojek
Muhamad Irfan Ramadhani,1,2026-03-11 08:52:10,"susah banget dapet driver, kalau dapet jaraknya jauh-jauh",Gojek
Graf Royke,5,2026-03-11 08:45:25,sejauh ini belum mengecewakan,Gojek
Azwar Pku,5,2026-03-11 08:37:30,good,Gojek
Muhammad Farid Naufal,1,2026-03-11 08:37:08,"Order lama KLO lagi ujan, Big L posisi driver anehhh",Gojek
dikije,1,2026-03-11 08:27:59,LEMOOOOOOOTTTTTTT,Gojek
Wawan Setiawan,5,2026-03-11 08:17:53,sempet ketinggalan hp di mobil saat turun dari perjalanan.....telah dibantu oleh team gojek dan driver.....ponsel diantar oleh driver,Gojek
Xcgold,5,2026-03-11 08:15:54,membantu banget,Gojek
Linda herawati,1,2026-03-11 08:09:41,"saya sudah 2kali nunggu gocar setengah jam, di chat tidak dibalas, tolong untuk pelayanannya",Gojek
Putri Ramanadya,5,2026-03-11 08:04:06,good apk,Gojek
Muhammad Fahmi,1,2026-03-11 08:03:50,mark up nya jauh bgt deh driver dapet 10 ribu doang sedangkan saya bayar 18 ribu hampir 90% nya ga sesuai ama peraturan yang dibuat jauh sekali dari maksimal 15% potongan,Gojek
Gede Padet,5,2026-03-11 07:55:48,sangat bagus pada sangat saya pakai tidak pernah ada kendala,Gojek
