userName,score,at,content,app
Andes Alfian,5,2026-03-01 15:12:46,aplikasi yg sangat bagus banyak membantu segala aktivitas dan kebutuhan efesien.. dan banyak promo,Grab
Karina Reynalita,1,2026-03-01 14:59:20,kecewa saya. saya mesen di blok m buat pulang malah driver semua di pilih yang jauh mana nganter penumpang lain dulu,Grab
Chelsea Rossa Aprilia,4,2026-03-01 14:16:37,rata rata drivernya banyak yg ga ramahh,Grab
Misna Fika,5,2026-03-01 14:10:33,sangat memudahkan perjalanan saya,Grab
komenk aco,5,2026-03-01 14:10:30,bagus,Grab
Endangkurniawati Faana,5,2026-03-01 14:10:01,bakso nya enak dan grab nya juga ramah makasih👏,Grab
Ady mazmur Ady,5,2026-03-01 14:08:57,mantab,Grab
Zakiya nabila,5,2026-03-01 13:45:14,baik,Grab
Yafi Cupi13,1,2026-03-01 13:26:00,saya merasa terganggu dengan iklan anda yang muncul terus saat saya sedang bermain video game,Grab
H Bilqis,1,2026-03-01 12:56:55,gajelas lama diambilnya,Grab
Taufiq Ruskandar,5,2026-03-01 12:44:53,bagus,Grab
Asyari Maufuri,1,2026-03-01 12:29:48,"buka puasa dibatalin driver 2x, baru bisa buka jam 9. parahh bgtt. Masa nggk ada sistem kalau dibatalin driver pindah ke driver lain gitu. anehh bgt",Grab
Setia War,1,2026-03-01 12:14:57,"selamat MLM admin saya sangat menyayangkan sekali atas prilaku driver dengan nopol kendaraan roda 4( H 1270 YL) tepatnya di daerah jati jajar , Semarang Jawa Tengah, yang di pesan oleh adik2 saya,Krn tidak sesuai dengan orderan,oknum tersebut mendesak adik2 saya untuk ganti rugi, sehingga adek saya menolak untuk memberi, akibatnya adek saya di pukul di bagian dahi oleh oknum tersebut,jadi mohon kepada admin segera di tindak org tersebut 🙏 dn oknum tersebut mengancam adek2 saya🙏",Grab
Ari Rachman,1,2026-03-01 12:07:12,complain ama csnya ga d bantuin apa apa masalah blm selesai udh langsung ditutup percakapannya pdahal mau bahas lebih lanjut gg CS grabnya,Grab
Maulana Ahtar,5,2026-03-01 11:57:56,sangat puas karena ada aplikasi ini bisa kemana,Grab
Mahmud Ali,5,2026-03-01 11:51:04,"setiap pelayanan grab yg saya gunakan selama ini masih baik baik saja,semoga terus melayani masyarakat dengan baik",Grab
Tiara Tambunan,1,2026-03-01 11:39:38,"titik alamat ku ga ada, blm di update pihak grab,. pdahal gojek, indriver, maxride alamat tmpt ku tertera",Grab
Anisa Ningrum,1,2026-03-01 10:36:51,"lemot banget. gak jelas promo nya suka ilang2. padahal baru sedetik yg lalu ada giliran di pencet ilang, gak jelas",Grab
Ardi Anti,5,2026-03-01 10:24:59,baik,Grab
Rahman saja,5,2026-03-01 10:15:54,sangat membantu,Grab
Abay Khalid,5,2026-03-01 10:10:18,top,Grab
Yuli Ana,5,2026-03-01 10:03:32,terbaik pokok ya ?,Grab
Yusuf Efendi,5,2026-03-01 09:39:38,terimakasih,Grab
Ein 7,5,2026-03-01 09:29:19,good,Grab
Acep Komarudin,5,2026-03-01 09:21:53,good,Grab
Mudakir Siyam,5,2026-03-01 08:27:26,ok,Grab
Cica Nurbaya,3,2026-03-01 08:16:29,"ini kenapa tiba tiba saya gkbisa login,setiap masukan no hp salah,ada masalah terus, padahal no hp yg lama,mau daftar ulang juga gkbisa",Grab
umri supriatna,5,2026-03-01 08:11:13,sangat nyaman,Grab
Aliska W Basyarewan,1,2026-03-01 08:09:54,benci. tanggal tua blm gajian kepencet sendiri pas dlm saku. di batalin ga bisa heran fitur batalkan pesanan gunanya apa?,Grab
Syifa Sholihah,5,2026-03-01 07:23:00,maksih pak udh anter smpe tujuan,Grab
SUPRI YONO,5,2026-03-01 07:06:49,cepat dan nyaman driver nya jg ramh,Grab
elvin ferdi,1,2026-03-01 07:04:33,iklannya maksa,Grab
Aditia Idrus,5,2026-03-01 06:52:11,bagus sekali,Grab
Mudji Hastuti,5,2026-03-01 06:49:19,"driver baik, jujur dan santun",Grab
Rudy Hartono,5,2026-03-01 06:36:07,mantab,Grab
Hatorangan Sitompul,5,2026-03-01 06:15:11,ok mantap !!!😆😆😆,Grab
Alyfah Delima,5,2026-03-01 05:47:14,pengiriman yg oke🙏,Grab
James ferly odang Odang,5,2026-03-01 05:39:49,terpeecaya,Grab
Muhammad Bintang1303,5,2026-03-01 05:36:19,good,Grab
Atik Sahati,5,2026-03-01 05:22:23,baik ramah..ksh bntg 5 biar abng greb ny lebih ramah lg dan semngt lg,Grab
Muhamad Ali74,5,2026-03-01 05:21:28,mantab lah,Grab
GAMING ARKA D'S,5,2026-03-01 05:14:07,bagus,Grab
Vagan Racin,1,2026-03-01 04:46:18,pegawai nya suka ambik barang orang,Grab
Dinda,5,2026-03-01 04:14:07,"Grab smkin keren👍👍👍... respon'y bagus, layanan'y mantap, tlg lebih dj tingkat kan lg untuk kesejahtera'n driver & pelanggan🙏🙏🙏",Grab
Farhan Far,5,2026-03-01 03:53:56,bagus dan nyaman,Grab
Gugun Gunawan,5,2026-03-01 03:35:19,bagus dah pokonya,Grab
Fulan Arafah,5,2026-03-01 03:23:05,good job thanks for send my food.🙏☺️,Grab
Ari Adhari OFFICIAL,5,2026-03-01 02:15:36,murah murah,Grab
Gebby Yulinda,1,2026-03-01 02:00:42,"Jadi males pakai aplikasi ini lagi, driver nya semakin tidak sopan. Apalagi yang plat H 3933 IY Motor Honda Beat warna Merah",Grab
Umyani Iyan,5,2026-03-01 01:16:47,sangat membantu,Grab
iskandar zulkarnain,3,2026-03-01 00:35:33,"kenapa grab di daerah Ngawi kota sampai Sidowayah tidak ada, tolong segera di ada kan, karena kalo saya mudik susah banget angkutan disana min",Grab
Pirman Munawar,5,2026-03-01 00:18:07,Perjalanan memuaskan.,Grab
Niftah Kips,5,2026-03-01 00:03:18,sangat membantu sekali,Grab
doni ardian putranto,2,2026-03-01 00:00:41,sistem sinyal tolong diperbaiki,Grab
Natasya Laundry Yohana,5,2026-02-28 23:33:40,grab salah satu andalan kirim pesan makanan cepat.,Grab
Nanang Yulianto,5,2026-02-28 23:26:06,mantap,Grab
M. Birry fashla Birry,1,2026-02-28 21:22:56,pelayanan sangat jelek,Grab
Khanza Calista,5,2026-02-28 19:10:29,sangat cocok,Grab
Muhammad Arfandi,5,2026-02-28 18:33:19,okbanget,Grab
Jelly Bles,5,2026-02-28 18:01:24,sangat cocok,Grab
Mansur Djakaria,5,2026-02-28 17:43:28,sangat membantu,Grab
arfan adip,1,2026-02-28 17:02:06,jelek banyak bgt kasus jadi takut,Grab
Zuhri Zaini,5,2026-02-28 16:52:35,sangat puas mantap,Grab
Ira Sanjani,1,2026-02-28 16:28:19,udah lama pakai grab tiba² akun nya ditangguhkan sudah adu banding nunggu 5 hari udah hampir 2 bulan ga ada perbaikan kecewa lama² sama ini aplikasi,Grab
Rendi Sihombing,5,2026-02-28 16:11:41,bagus,Grab
then eki,4,2026-02-28 15:42:39,bagus,Grab
wili andri,2,2026-02-28 15:40:37,"kocak suka eror harga tau-tau naik tinggi bisa hampir 3x lipat kocak lo admin,. ok admin nanti di kirim Screenshot nya",Grab
Yana Mulyana,1,2026-02-28 15:28:45,sumpah gausah pake embel2 bike hemat-hemot lah kalo ternyata driver nya di kasih JAAAAAUUUUUUUUUUUUH DARI TITIK GUA NUNGGGU!!!! hilangkan aja bike hemat pake harga jujur aja udah!!!! biar sama sama enak gausaj pake embel2 hemat,Grab
NR Vi,1,2026-02-28 15:14:44,lokasi driver dan aplikasi tidka update,Grab
nofry fine,5,2026-02-28 14:55:54,good job,Grab
Zyuuran Oh,5,2026-02-28 14:50:19,baik banget bapaknya,Grab
Nisa W,2,2026-02-28 14:50:16,tolong banget min kalau driver sedang istirahat atau diam di lokasi suruh matikan aplikasi orderan nya. ini saya yg repot mesen deket pangkalan ojek yg lagi istirahat di tolakin terus hampir setengah jam saya nunggu karna penolakan driver yg sedang istirahat tapi tidak mematikan aplikasi.,Grab
Pengguna Google,5,2026-02-28 14:47:46,sangat membantu di manah pun kita berpergian dan harga terjangkau,Grab
Putri Wahyuni,5,2026-02-28 14:45:45,maksih ya bang... sehat selalu...,Grab
m roha,5,2026-02-28 14:40:52,mantap,Grab
Bubun Bunawan,1,2026-02-28 14:30:06,okaylah,Grab
Gugun Adviana,3,2026-02-28 14:04:49,sangat membantu,Grab
Siti Dedes,5,2026-02-28 13:58:44,ongkir murah sekali 🥰,Grab
Lucky Koed,1,2026-02-28 13:35:11,lelet,Grab
Hotma devi Pardede,4,2026-02-28 13:28:42,baik,Grab
Leila Geboy,5,2026-02-28 12:54:45,terbaik,Grab
Arif Udin,5,2026-02-28 12:48:58,ok,Grab
Hendi Goh,5,2026-02-28 12:48:14,sukses terus bertambah banyak rejeki aplikasi grab ya amin,Grab
Fajri Muhammad,5,2026-02-28 12:38:54,baik,Grab
Apriyansyah,5,2026-02-28 12:34:00,sangat bagus,Grab
Zilong YouTube,1,2026-02-28 12:27:24,"susah dapet pengemudi, males rasanya kalo make grab mending aplikasi sebelah",Grab
Alfilase Lase,5,2026-02-28 12:15:06,grab makin mantap,Grab
Ani Purwani,5,2026-02-28 12:02:02,tepat waktu,Grab
Ag 45 Jm,5,2026-02-28 11:59:56,Grab pelayanan oke dan ramah,Grab
susilo anggana,5,2026-02-28 11:56:21,driver nya baik,Grab
RJA,1,2026-02-28 11:43:43,"grabfood g jls,dcamcel gbsa pesen nunggu lama sekali dpt lamaaa",Grab
Marti Rafa,5,2026-02-28 11:34:41,uenakkk tenan,Grab
udin Udib,1,2026-02-28 11:28:05,ngaco ni APK,Grab
Andi Maharani Permata Putri,1,2026-02-28 11:16:02,ada sebagian grabnya ga terlalu ramah saat antar makanan dan ada juga sebagian yang mengambil uang kembalian yang bukan seharusnya nominal yang di sebutkan di nota pembelian makanan tersebut.🙏🏻,Grab
Adi Wijaya,5,2026-02-28 11:11:08,ok,Grab
Ari Anggara,5,2026-02-28 11:05:37,"mantap, enak,",Grab
achmad rifai,5,2026-02-28 11:01:04,"kurir bagus ramah ,,on time",Grab
Harum Utami,5,2026-02-28 10:41:24,gercep,Grab
Danar Satrio,1,2026-02-28 10:28:07,parah di cancel terus anj cuma stasiun ancol ke Ancol doang belagu pada ga mau ambil,Grab
dwi yananto,4,2026-02-28 10:19:45,good,Grab
Geby Hutapea,1,2026-02-28 09:59:21,harga grabnya makin gk ngotak lah buat emosi,Grab
Lili Indah Yani,5,2026-02-28 09:54:28,"cepat hati"" sopan driver nya Masya Allah semangat",Grab
Ardi Yansh,5,2026-02-28 09:51:45,Sangat baik,Grab
gibran imannulloh,5,2026-02-28 09:50:21,pelayanannya sangat memuaskan,Grab
Sumini Sumini,5,2026-02-28 09:47:48,amanah,Grab
Mesakh Hendrawan,1,2026-02-28 09:44:41,skrg parah bgt grab sering cencel gajelas drivernya,Grab
Cahaya Madina,5,2026-02-28 09:27:45,♥️,Grab
aruma cintia,5,2026-02-28 09:18:09,Very convenient for rides and food delivery. Easy to book and payment is simple.,Grab
Muhamad Lutfi Raihan,1,2026-02-28 08:51:26,"gabisa cancel , anj",Grab
Budiawan Suwandi,5,2026-02-28 08:33:23,semangat dan selalu jaga kesehatan...,Grab
Hendra Muliana,5,2026-02-28 08:28:48,Reponse nya cepat untuk komplain mengenai biaya yang ditambahkan tanpa persetujuan customer. Thx.,Grab
Adit Doang,4,2026-02-28 08:21:07,baik,Grab
muh taufiq,3,2026-02-28 07:55:45,"applikasi eror, pesan grab exspres instan sudah saya batalkan tp ternyata tetap jalan mencari pengemudi, kasian drivernya 2 orang.",Grab
Dhia Azura,1,2026-02-28 07:50:26,"ini gabisa lah, kan saya pesan grab motor yg XL tpi yg datang malah motor kecil gitu jadi g cukup buat barang² aku yg bnyak. jadinya au malah sia² keluarin uang sekitar segitu deh",Grab
towil fiets,5,2026-02-28 07:31:44,is okey,Grab
Syamsul Hayat,4,2026-02-28 07:28:29,sangat membantu di saat genting,Grab
Ahmad Hidayat Saepuloh,2,2026-02-28 07:26:39,Buat daftar ovo paylater susah banget 😂,Grab
Dragon Bal,4,2026-02-28 07:13:16,aplikasi bagus👍,Grab
Sugeng Fitri N,5,2026-02-28 07:12:58,nyaman,Grab
Ririn Quent Lingga,5,2026-02-28 06:54:09,mantapp,Grab
Ca Ce,5,2026-02-28 06:48:27,burguna untuk yang buru ',Grab
Libra girls,1,2026-02-28 06:27:18,"sekarang grab sebenrnya kenapa si, pesen makanan ga ada driver, ga bisa di batalin, mana harus nunggu berjam2, takut kalo tiba2 dateng to kita udah keburu pergi, mana pusat bantuan cuman ngandelin chat otomatis atau FAQ pertanyaannya nggak ada membantu sama sekaliii, lah emang ga ada customer servisnya apa?, sumpahhh gua gamau lagi pesen makanan lewat grab, sorry kalo kita sekarang banyak yg pake shopeefood",Grab
Mahbub Sujai,5,2026-02-28 06:02:47,manfaat,Grab
Restu Herwanto,5,2026-02-28 05:25:23,mksh om Mantap,Grab
Muhasyim Muhasyim,5,2026-02-28 05:21:06,baik,Grab
Moch Mimin,5,2026-02-28 05:18:16,good,Grab
Yana,5,2026-02-28 05:09:53,sangat membantu bngt,Grab
Alfa Naufal,5,2026-02-28 04:59:37,bagus ba nget,Grab
daNy tHigan,5,2026-02-28 04:53:23,mantap,Grab
Kania Riski,5,2026-02-28 04:25:38,seneng klo pesen grab,Grab
Muhammad Rahilillah,1,2026-02-28 04:10:20,"APLIKASI CACAD MITRA SEMUA TDK ADA YG SOPAN KITA BARU NAIK LANGSUNG DI BATALKAN GARA"" BUKA BAGASI MOBIL DI BELAKANG",Grab
Aneska zoya,1,2026-02-28 03:58:35,buruk pelayananya..pilah pilih orderan abang gojek nya,Grab
Nurhalimah Imah,5,2026-02-28 03:56:45,dengan adanya grab perjalanan Jadi Cepat,Grab
Haikal Fahlevi,5,2026-02-28 03:38:33,Mantapp grab promo teruss,Grab
Marthin Lim,5,2026-02-28 03:31:05,Mantap,Grab
Ikin Solehudin,5,2026-02-28 02:51:41,ramah tepat waktu,Grab
diana,3,2026-02-28 02:34:37,"kenapa sekarang susah bgt sih pakai promo,GK bisa di gunain trus",Grab
Nur Zain,5,2026-02-28 01:26:12,baik,Grab
Ilham Gustofa,1,2026-02-28 01:03:55,"saya driver grab sangat kecewa dengan kinerja kantor grab sekarang, penggantian dana orderan fiktif saya tidak bisa di rembes dengan alesan tidak jelas dari pihak pusat grab 😤😤😤",Grab
Renz Okt,1,2026-02-28 00:37:10,"mending hapus aja metode verifikasi, saya pake selfie gabisa² terus",Grab
Rendi,5,2026-02-28 00:23:18,puas,Grab
Annisa Fikri,1,2026-02-27 23:31:11,"sering close sendiri aplikasi nya. sekarang tidak bisa dibuka padahal sedang memesan dan driver sedang dalam perjalanan. gak di-update maksa biar bisa digunakan, setelah di-update jadi jelek. buat apa ya di-update kalo jadi jelek penggunaan nya",Grab
Axsho 1981,5,2026-02-27 21:48:55,ok,Grab
Kvl Afrz,1,2026-02-27 21:22:06,mitra driver nya berantakan norak,Grab
Bojone Goro,5,2026-02-27 20:50:54,mantap pokok nya,Grab
Desi Hilma,5,2026-02-27 20:42:16,ngus,Grab
Gianira Sandya,1,2026-02-27 20:34:36,"kebanyakan iklan sumpah jengkel, kurangin tuh iklan masa 2 jm udah ada 40 lebih iklan",Grab
Taufiqurakhim Aliyathma,1,2026-02-27 20:18:42,Saya tidak bisa melakukan verifikasi wajah. Padahal mepet banget waktu harus berangkat.,Grab
nabil forger,1,2026-02-27 18:11:16,"masa drivernya milih"" penumpang hadeuhh",Grab
Marcelinus Brandon channel,5,2026-02-27 16:49:03,HARI JUMAT 27 FEBRUARI 2026/2027,Grab
van rizky,1,2026-02-27 16:46:18,"woy ini gmana si grab, saldo gw kan 20rb gw pesen grab bike hemat 7rb ko bisa sisa saldo gw jadi seribu doang. masa ia drivernya yang ambil apa gmana tlong jelasin. gak mau tau dana gw yang hilang sebagian harus balik lagi.",Grab
Mochammad Farid,1,2026-02-27 16:21:15,maksud nya apa ya? saya pesen grab udah nunggu lebih dr 10 menit kok ndak kunjung sampai? kecewa bngt,Grab
Henra Ita,5,2026-02-27 16:04:52,terimah kasih atas pelayanannya..dan kejujuran drivernya...,Grab
Joh Sahrul,5,2026-02-27 15:57:47,mamtapp,Grab
Sugiyati,3,2026-02-27 15:20:08,Buka kembali owner grap food saya,Grab
Yuniarsi Novi,5,2026-02-27 15:13:22,sangat membantu.,Grab
Sumarni Zakaria,5,2026-02-27 14:54:11,makasih gran,Grab
Factorymaid 4134,5,2026-02-27 14:47:57,ok,Grab
Sap Rudin,5,2026-02-27 14:37:25,kerennn,Grab
Sugeng Priatno,5,2026-02-27 14:26:57,praktis,Grab
Nada cahyani Saragih,1,2026-02-27 14:13:53,"Dikasi promo tapi pas klik pesen banyak bgt alasannya , aplikasi bacot",Grab
Gugun Eka,5,2026-02-27 14:12:30,👍,Grab
Vina Azkia,5,2026-02-27 13:56:51,sangat membantu saya. banyak promo nya juga. Alhamdulillah,Grab
JUNO RFM,1,2026-02-27 13:49:20,"aplikasi bangke, minta update Mulu hampir tiap beberapa hari.",Grab
Hafid Hasan,5,2026-02-27 13:49:15,oke,Grab
Ujang syarifudin,5,2026-02-27 13:30:47,grab semakin maju,Grab
Sanadi,5,2026-02-27 13:24:25,"sangat membantu , bagus pelayananya",Grab
Arsyad Syarif,3,2026-02-27 13:03:37,good,Grab
Endah Wahyuni,5,2026-02-27 12:54:32,"cepat, mudah dan murah 👍",Grab
Muhamad Rizky Ramadhan,1,2026-02-27 12:47:30,GABISA CANCEL BUJANGINAM,Grab
Surabaya 6789,5,2026-02-27 12:33:54,bagus sesuai pelayanan oke,Grab
Mio Kece_,5,2026-02-27 12:32:22,ok,Grab
Sherly Mistiati,3,2026-02-27 12:31:58,"halo, saya minta tolong dong kak, diadain fitur chat ke penjual atau CS untuk pesanan GrabFood? Dan kalau bisa, pilihan level makanan juga diaktifkan lagi seperti dulu. Terima kasih",Grab
Cater Sarinagar,5,2026-02-27 12:26:15,terbaik lah,Grab
Nur Janah,5,2026-02-27 12:21:00,sangat ramah,Grab
amel rianti,1,2026-02-27 12:05:16,apk nya sering gabisa dibuka,Grab
Sufatika Wahdania,5,2026-02-27 12:01:24,sangat membantu saat di butuhkan,Grab
M.FAISAL IMAMUL HAKIM,5,2026-02-27 11:57:29,pokoknya the best,Grab
Bayu Java Trenggana,3,2026-02-27 11:49:27,Diskon 50% grabfoodnya kenapa pajangan doang:(,Grab
Sulthan Al kahfi,2,2026-02-27 11:45:23,"grab tolong banget kalo ada customer order makanan dan emang pemesanan nya lama, tolong banget kalo tiba tiba ngubah jam sampainya tuh jangan lama bgt, sebenernya gakpapa kalau misal dari 18:20 sampai 18:40, tapi jangan terus terusan nunggu sampai 1-2 jam, saya order makanan tapi waktu sampainya terus menerus naik, kalau kek gitu tolong adain fitur batalkan pemesanan biar saya gak nunggu kelaparan, saya ngerti kalau emang ramai, tapi tolong adain fitur batalkan pesanan aj biar bs order yg lain.",Grab
wahyudin Pratama,4,2026-02-27 11:30:44,bagus,Grab
aby Wira witjaksana,5,2026-02-27 11:10:14,rekomendasi sekali,Grab
Gusti Putu,5,2026-02-27 11:00:16,tepat waktu,Grab
Rois Am Roisa,5,2026-02-27 10:57:12,tepat waktu,Grab
kirizaki nobu,2,2026-02-27 10:38:52,"sudah bener tampilan kalau search resto yang ada cabang jadi bisa pilih. sekarang kalau search yang keluar satu, contoh A&W atau KFC. saya sudah scroll ke bawah cari cabang yang biasa saya pesan jadi tidak ada. yang keluar di search hanya satu random. kocak grab",Grab
deny mulia pratama,1,2026-02-27 10:33:42,bullshittt... taiiii pembodohan..... semoga bangkrut grab....,Grab
Threegirl N,3,2026-02-27 10:21:08,lari maps pdahal sudah benar dipilih,Grab
Novim hestyardi,1,2026-02-27 10:10:51,"kenapa sih susah bgt dpt driver... kok jauh2 bgt, ..... jemputnya bisa 4-6km..kasian drivernya... buang waktu jg utk yg order",Grab
Aditya Saputra,1,2026-02-27 10:05:56,Kode promo ga ada yang valid,Grab
Hanib Surabaya,5,2026-02-27 09:56:55,baru nyoba langsung mudah ya manfaat nya. terimakasih banyak grab. semoga makin sukses,Grab
Yoga Dwi Sugiono,1,2026-02-27 09:48:04,susah banget cancel orderan. ga sengaja kepencet ruet batalin nya,Grab
Fransiska Sihite,5,2026-02-27 09:39:43,terimksihh,Grab
レFRAMラ,5,2026-02-27 09:30:11,untk pak2 mas2 semangat,Grab
Sugiati,5,2026-02-27 09:29:19,membantu pemesanan online,Grab
RIFAI SETIA MUHAMMAD,5,2026-02-27 09:28:49,"Saran, adakan layanan grab bike preferensi yang memungkinkan pelanggan bisa memilih pengemudi berdasarkan tipe motor, profil pengemudi, jarak/estimasi waktu menunggu lokasi penjemputan dengan tarif setara grab bike standar lebih lebar atau lebih tinggi. Karena di lapangan ada tipe penumpang yang justru prefer dengan motor kecil dengan alasan tertentu, kemudian jika ada ledakan order karena terjadi kemacetan di banyak tempat maka pelanggan bisa mencari pengemudi paling dekat menurut toleransinya",Grab
Theo Leka,5,2026-02-27 09:13:11,"Terima kasih bro, sukses",Grab
Aiz Anca,1,2026-02-27 09:02:24,"terpaksa saya kurangi bintang karna sering kecewa atas mahalnya harga tarif yg d berikan, promo iklan ga sesuai d App, padahal sdh bertahun-tahun pakai app ini.. sekali lagi ungkapan KECEWA BGT!!!",Grab
Awal Lan,5,2026-02-27 08:20:51,tolong sampai kan sama driver kalian orderan jangan di batal oleh driver.. lord. sekian dan terimakasih,Grab
Ita Rgs,5,2026-02-27 07:58:09,sangat memuaskan,Grab
Gerry Pocci,2,2026-02-27 07:41:33,"alamat gak akurat, kadang berubah ubah",Grab
Resti Wulandarisa,4,2026-02-27 06:58:18,banyakin promo murah y,Grab
Fida Setiawan,5,2026-02-27 06:43:29,good,Grab
Darwis Mario,5,2026-02-27 05:58:50,baik,Grab
Nudi yansyah Alam,5,2026-02-27 05:55:14,sangat memuaskan dan kredibilitas,Grab
Mpush,1,2026-02-27 05:54:39,menunggu driver bisa sampai sejam lebih,Grab
Muhammad Sazli Gumilang,1,2026-02-27 05:43:28,aplikasi ga ngotak murah bet argonya untuk driver ... cust butuh transportasi soal harga nomer sekian potongan untuk aplikasi 40% sadissss,Grab
Vivo vovo,5,2026-02-27 05:29:59,Yg repot jd mudah cyiiinnttt 💕,Grab
Rachel Htg,5,2026-02-27 05:22:38,"bagus banget plss sebenarnya, tapi pliss bikin fitur laporan transaksi dongg, gue pengen tau juga pengeluaran gue di grab. atau memang ada tapi gue yg ga tau aja ? yg tau pliss kasih tauu",Grab
Hairudin Spd.,5,2026-02-27 05:20:32,"pelayanan ramah, sabar, sopan, tepat waktu",Grab
Agay Tea,5,2026-02-27 05:19:33,sangat membantu,Grab
Eti Darjati,5,2026-02-27 04:51:01,"Nyaman pengendaranya senang diajak komunikasi,ramah pertahankan terus kenyamannya",Grab
Raihan Aviv18,1,2026-02-27 04:38:19,g puas sering ngebatalin,Grab
Layla Nur,5,2026-02-27 04:24:11,mantappp,Grab
maulani meyzi,5,2026-02-27 04:02:36,bagus,Grab
elfiana manis,5,2026-02-27 03:59:47,mereka ramah selama saya menggunakan grab,Grab
Adelia Zahra,5,2026-02-27 03:36:16,berguna bgt buat jemput sekolah anak aku.. ketika ayahnya gak bisa jemput... mantabbbb,Grab
Bambang Heru Rasianto,5,2026-02-27 03:33:00,Bener,Grab
Alfino Bayu,5,2026-02-27 03:31:33,ok banget,Grab
Shoidah mahyas,5,2026-02-27 03:21:09,baguss,Grab
【TSM】 Alseシ,1,2026-02-27 03:18:16,"nih kalo lebih dari 5 menit mitra pengemudi ga gerak dari titik dia Nerima orderan, langsung ganti PENGEMUDI lain, jangan malah nungguin, ngerugiin customer tau ga? bodo banget sih sistemnya grab",Grab
Niacantik Cantik,4,2026-02-27 03:06:58,baik,Grab
JUMADI HADI SAPUTRA,5,2026-02-27 02:52:09,bagus dan profesional,Grab
Joni Mendonca,5,2026-02-27 02:41:08,sangat baik,Grab
Sa Ida,5,2026-02-27 02:36:05,sangat membantu,Grab
Dika Purnomo,1,2026-02-27 01:48:11,aplikasinya si bagus tapi kalo setiap hujan ko mahal banget,Grab
Muhammad rizky Firdaus,2,2026-02-27 01:39:59,kalo posisi lagi genting misalkan saat hujan aplikasi jadi lemot bgt amit amit lagi buru buru mau berangkat kerja jadi terhambat,Grab
Luis Steven law,5,2026-02-27 01:13:40,good job,Grab
Jakarta pos,1,2026-02-27 00:29:39,grap kalok lagi dibutuhin banget suka lama banget,Grab
ARI ADITYA BUNGANAN,5,2026-02-27 00:20:55,"Ngak ribet, Mudah menggunakan nya.",Grab
Bapak Oman,5,2026-02-27 00:17:52,Ini greb nya ga aktif? Tlg di aktif kan.,Grab
Alsen Diron,1,2026-02-27 00:05:29,ga sesuai titik,Grab
FROST GOLD,5,2026-02-26 23:31:49,"selalu memuaskan menggunakan jasa grab.., terima kasih untuk para driver",Grab
Vajar Dhani,1,2026-02-26 22:24:49,penjajah dinegara orang 👎.,Grab
Dedi Sihombing,3,2026-02-26 21:34:04,"pelayanan grab saat ini cukup memuaskan, driver sering cancel dan support dari customer carenya kurang",Grab
Natasyah Syabilah,1,2026-02-26 21:17:33,aplikasi yang isi nya driver tukang bully,Grab
Hunlu Hunlu,5,2026-02-26 20:27:53,sangat ramah dan tepat waktunya,Grab
Official Data print,1,2026-02-26 19:35:12,aplikasi busuk,Grab
TOP 5,1,2026-02-26 19:01:11,hari ini saya kembali Memberikan Bintang 1 keayanan Grab ini karena sangat sedih melihat anak sekolah yang dicancel karena badannya besar... kasihan adeknya.. tolong dong aplikasinya lebih mengutamakan perasaan anak kecil yang masih smp malah seolah-olah dipermalukan di depan temannya...!! sampai direkam-rekam segala dan dibagi diberbagai platform media sosial.. gk kebayang perasaan dan mental adeknya skrg.. sedih banget,Grab
Muti Official 2,5,2026-02-26 18:40:37,"sukaaa banget sama aplikasinya, tapi min... saran aja buat adain pilihan pembayaran yang lain agar lebih mempermudah, semoga di notice 🙏🏻😊",Grab
Feri Slamet,5,2026-02-26 18:40:06,"ok,baik",Grab
Kliwon gaming,5,2026-02-26 18:18:03,sangat membantu,Grab
tv ku,5,2026-02-26 17:35:21,bagus,Grab
Pujaan Hati Taufik,3,2026-02-26 16:01:23,"kalo MLM dan pagi susah nyari driver, sering terjadi",Grab
Wawan Wawan,5,2026-02-26 15:48:01,mantap,Grab
Ali Azmi,1,2026-02-26 15:33:12,Pengemudi sering membatalkan orderan. hapus aja fitur hemat kalau gak mampu melakukan.,Grab
Winn,5,2026-02-26 15:16:25,sangat baik,Grab
agunsa,5,2026-02-26 14:50:43,trmks...pelayanan & driver cepat,Grab
SWINGG,1,2026-02-26 14:49:15,gimme bad experience,Grab
Billy Evan,5,2026-02-26 14:32:26,"Paling aku suka dengan aplikasi Grab, biaya perjalanan mobil pasti murah, jadi suka banget kalau pakai aplikasi ini",Grab
GANTI NAMA,1,2026-02-26 14:26:19,kasih bintang 1 gara gara cancel anak smp dan di kontenin,Grab
Dikyheroyuki,5,2026-02-26 14:16:10,"Sejak pake aplikasi ini, saya jadi sangat terbantu, dan segala mudah",Grab
Daniel Permana,1,2026-02-26 14:00:14,"sebagai driver , grab food . pengiriman ke apart // hotel di mohon kasih keterangan unit// kamar . apabila tidak perlu , mohon di kasih Note terima kasih",Grab
Ipung Rois,5,2026-02-26 13:59:46,sangat puas,Grab
Chuboy Boya,2,2026-02-26 13:23:31,"pengguna grabcar kalau order jangan pilih taksi bluebird lah, tarif grab sangat merugikan pengemudi bluebird",Grab
husen kecee,1,2026-02-26 13:17:07,"sering ditolak, jarak deket tapi malah dibatalkan padahal disini bawa bayi baru lahir mau pulang tapi kok malah dibuat pusing",Grab
Saibia Daeng,4,2026-02-26 13:13:21,amanah insyaa Allah,Grab
