userName,app,score,at,content,normalized_text
Alexander Manurung,Grab,1,2026-01-21 15:16:09,"Stop Exploitasi Manusia. Jangan Hati Kalian Kayak Iblis! Potongan Kalian Sudah Gak Masuk Akal, Kalian Suruh Lagi driver bayar langganan Hemat kalian. Kurang Ajar!",stop exploitasi manusia jangan hati kalian kayak iblis potong kalian tidak masuk akal kalian suruh pengemudi bayar langgan hemat kalian kurang ajar
Indah Permatasari,Grab,5,2026-01-21 14:41:44,sangat puas,sangat puas
Ajengoctaria 25,Grab,5,2026-01-21 14:37:56,terbaik,baik
Galih Galih wahyu,Grab,5,2026-01-21 13:40:18,sangat puas,sangat puas
imam rizky,Grab,5,2026-01-21 13:28:48,"pelayanan sangat memuaskan, kantor grab cirebon csb mall.. kalau ada bintang 7 saya kasih bintang 7. keep sukses selalu grab indonesia",layan sangat muas kantor grab cirebon csb mall kalau bintang kasih bintang keep sukses selalu grab indonesia
Harjoh Jo,Grab,5,2026-01-21 13:01:20,sangat bagus membantu buat grab bisa pesan apa aja sudah lengkap,sangat bagus bantu buat grab pesan apa aja lengkap
Irwan 0267,Grab,1,2026-01-21 12:39:22,mahalan ongkir di banding makanan nya,mahal ongkir banding makan nya
Mansyur Irama,Grab,5,2026-01-21 12:17:40,bgussss,bgussss
Aluto,Grab,2,2026-01-21 12:09:46,"pesen makanan , lama ngga dpt driver gabisa cancel, pas dpt driver acc pesanan tp tau² cancel pdhl dapur sdh menyiapkan, sekiranya kalau lama tdk ada driver yg ambil order kasihlah opsi cancel dari pemesanan agar bisa cari yg lain dan tidak merugikan banyak pihak",sen makan lama tidak dpt pengemudi gabisa cancel pas dpt pengemudi acc pesan tapi tau cancel pdhl dapur sudah siap sekira kalau lama tidak pengemudi yang ambil pesan kasih opsi cancel mesan bisa cari yang dan rugi banyak pihak
Damin Epri,Grab,5,2026-01-21 12:09:40,saya suka bgus sekali sial pengiriman barang nya.,suka bgus sekali sial kirim barang nya
Annizar Hafidz,Grab,1,2026-01-21 12:06:10,"gaje banget sinyal gw pake buat nonton, ngegame bagus bagus aja giliran masuk grab susah banget sinyalnya kalo mau buka fitur di apk nya.",gaje banget sinyal saya pakai buat nonton ngegame bagus bagus aja gilir masuk grab susah banget sinyal kalo mau buka fitur apk nya
rudi afriyawan,Grab,5,2026-01-21 11:11:20,the best,the best
Hidayah Aja,Grab,5,2026-01-21 11:02:42,ok baik mantap,baik mantap
Nang Firli,Grab,5,2026-01-21 10:54:01,puas nyaman,puas nyaman
Aan Ester,Grab,5,2026-01-21 10:42:40,aq pergi kemana2 naek grab bahkan saat banjir di pademangan aq masih di antar ama grabbike aq tertolong dari kesulitan,aq pergi naek grab bahkan banjir pademangan aq di antar ama grabbike aq tolong sulit
Hazami Zami,Grab,1,2026-01-21 10:00:21,tolong argo ya jangan terlalu manfaatkan driver,argo jangan terlalu manfaat pengemudi
Nur Hayati,Grab,5,2026-01-21 09:45:31,sangatttttttttttttttttt bagusssssssssssssssss dan ramahhhhhhhhhhhhhhhh,sangatttttttttttttttttt bagusssssssssssssssss ramahhhhhhhhhhhhhhhh
Miaenjelitasonya Mia,Grab,1,2026-01-21 09:25:00,"disini banyak customer protes terhadap driver, padahal customer harus tahu realita nya adalah aplikator mematok harga tinggi kpd customer dan aplikator memberikan harga murah kpd driver dgn alasan aplikator cs sedang dapat promo, Al hasil driver ogah ambil orderan murah walau pun cs bayar nya mahal, padahal aslinya aplikator memanipulasi nya, mulai sekarang lebih baik hapus grab dan pindh ke gojek atau Maxim yang lebih memanusiakan mitra nya.. kita customer hanya akan di adu dombakn dgn driver..",sini banyak customer protes pengemudi padahal customer tahu realita nya aplikator patok harga tinggi kpd customer aplikator beri harga murah kpd pengemudi dengan alas aplikator cs sedang promo al hasil pengemudi ogah ambil pesan murah pun cs bayar nya mahal padahal asli aplikator manipulasi nya mulai sekarang lebih baik hapus grab pindh gojek maxim lebih manusia mitra nya customer akan adu dombakn dengan pengemudi
Arvent sha,Grab,1,2026-01-21 09:05:53,"dapat grab gift tetapi tidak mendapatkan kode voucher, bagaimana cara memakainya itu grab gift kalo kode nya tidak ada. bukan kah grap gift itu ada kode nya ya. aneh",grab gift dapat kode voucer bagaimana cara maka grab gift kalo kode nya tidak ada bukan grap gift ada kode nya aneh
Joe Joepiar,Grab,4,2026-01-21 09:00:58,"akhir-akhir ini kenapa grab sulit diakses? selalu disuruh cek koneky, padahal konektorointernet saya baik-baik saja ketika buka aplikasi lain",akhirakhir kenapa grab sulit akses selalu suruh cek koneky padahal konektorointernet baikbaik ketika buka aplikasi
Mas Galon,Grab,5,2026-01-21 08:54:12,"pelayananya ramah n baik Skali, trima Mase",pelayananya ramah n baik skali trima mase
Salsabila Octavia Ismail,Grab,5,2026-01-21 08:53:03,"Suka bangett! bisa pake 3 voucher promo dan diskon. meski sempet ada kendala, karna pengantaran makanan salah alamat, untungnya abang nya gercep balik lagi dan anterin ke alamat ku",suka bangett pakai voucer promo diskon meski sempet kendala karena antar makan salah alamat untung abang nya gercep balik dan anterin alamat ku
Karta winanta,Grab,5,2026-01-21 08:52:23,sangat membantu terimakasih...,sangat bantu terimakasih
Rezk deni Sianipar,Grab,1,2026-01-21 08:24:02,"resto cuma 300m nyampenya 3 jam,kocak",resto cuma m nyampenya jamkocak
Rini patmawati,Grab,5,2026-01-21 08:00:19,langganan,langgan
citra mahardina,Grab,5,2026-01-21 07:39:14,"makanan enak sangat enak, murah banget dan ga pelit bumbu",makan enak sangat enak murah banget tidak pelit bumbu
Sahnizar Putra,Grab,5,2026-01-21 07:32:17,"bagus banget aplikasi nya sudah 2 tahun sampai sekarang saya pakai aplikasi ini sangat membantu , gampang dan murah lagi . pokoknya mantabbb dahhh 😍😊",bagus banget aplikasi nya tahun sekarang pakai aplikasi sangat bantu gampang murah pokok mantabbb dahhh
Muhamad Awaludin,Grab,1,2026-01-21 07:28:34,mendung dikit susah bener drivernya,mendung dikit susah bener drivernya
Imam Fauji,Grab,5,2026-01-21 06:50:13,good Jobs.. 👍,good jobs
adri adrian,Grab,5,2026-01-21 06:46:33,memuaskan dan cepat terima kasih,muas cepat terima kasih
Frans Angkawijaya,Grab,4,2026-01-21 06:38:04,sangat membantu aplikasinya. kadang iklannya sangat mengganggu sewaktu pemesanan.... tolong dihilangkan aja iklannya,sangat bantu aplikasi kadang iklan sangat ganggu waktu mesan hilang aja iklan
Anas Maheswaratrip (Maheswaratrip.com),Grab,1,2026-01-21 06:30:12,bisa bisanya uda nunggu lama malah resto tutup 😑,bisa uda nunggu lama malah resto tutup
Setyo Prasodjo,Grab,5,2026-01-21 06:20:21,mantap,mantap
Soe,Grab,5,2026-01-21 06:13:50,mantap dech👌👍🙏,mantap dech
Ririn Ris indriati,Grab,5,2026-01-21 06:13:34,sopir baik sekali,sopir baik sekali
Nafis Black,Grab,5,2026-01-21 05:58:20,aplikasinya bagus,aplikasi bagus
Bayu Nugroho,Grab,2,2026-01-21 05:35:36,"saya pesan grab car daerah rangkasbitung,,,banyak driver yang menggunakan tlp pribadi untuk menggetok harganya...yang menurut saya tidak masuk akal...sedangkan di aplikasi kuning..drivernya ramah dan langsung menjemput pelanggannya tanpa alasan apapun..tolong perbaiki driver daerah sana...terimaksih.",pesan grab car daerah rangkasbitungbanyak pengemudi guna tlp pribadi getok harganyayang saya masuk akalsedangkan aplikasi kuningdrivernya ramah langsung jemput langgan alas apapuntolong baik pengemudi daerah sanaterimaksih
arif rozi,Grab,5,2026-01-21 05:34:38,good job,good job
Yazid Nashrullah,Grab,5,2026-01-21 05:30:58,"kalo buat iklan tombol silangnya ga usah disembunyiin, nyawit lu",kalo buat iklan tombol silang tidak usah disembunyiin nyawit kamu
Wex Jen,Grab,1,2026-01-21 05:22:22,tidak bisa tunai sangat aneh,bisa tunai sangat aneh
Bismabayusegara Bayusegara,Grab,5,2026-01-21 05:16:59,cepat tepat.,cepat tepat
Riky ks03,Grab,5,2026-01-21 04:45:29,sangat baik & nyaman,sangat baik nyaman
erna amalia,Grab,4,2026-01-21 04:25:16,kenapa si ga dapat promo huhu,si tidak promo huhu
Sunarti,Grab,5,2026-01-21 04:10:37,terimakasih grab memudahkan perjalanan kami,terimakasih grab mudah jalan
Saeful Arifin,Grab,1,2026-01-21 03:30:29,kecewa sekali dalam waktu kurang dari 30menit pesan grab jastip ditolak sama driver dengan berbagai alasan,kecewa sekali waktu kurang menit pesan grab jastip tolak sama pengemudi bagai alas
Anayustiasinta,Grab,5,2026-01-21 03:25:42,sangat membantu dalam ber pergian puas hati...,sangat bantu ber pergi puas hati
Esri Novia,Grab,5,2026-01-21 03:22:10,tolong layanan drivernya di perbaiki tiap pakai grab expreess driver ambil pesanan d aplikasi nunggu 3menit tapi nyatanya sampai 15menit gak dateng2 ternyata lagi makan. kenapadriver lagi ada keperluan tp maen ambil aja itu ngerugiin bgt.,layan drivernya baik tiap pakai grab expreess pengemudi ambil pesan d aplikasi nunggu menit nyata menit tidak dateng nyata makan kenapadriver ada perlu tapi maen ambil aja ngerugiin banget
ETTY ETTY,Grab,5,2026-01-21 02:58:55,pelayanan ya ok,layan baik
Banyuasin opa,Grab,5,2026-01-21 02:31:03,sangat nyaman,sangat nyaman
Kaira Asifa,Grab,5,2026-01-21 01:27:32,mantap,mantap
Ela Umaya27,Grab,5,2026-01-21 01:17:50,udah bagus apk pertahanankan ok,sudah bagus apk pertahanankan
Budi Setiawan,Grab,1,2026-01-21 01:07:38,"driver ga profesional, udah nunggu lama malah di cancel tanpa alasan jelas",pengemudi tidak profesional sudah nunggu lama malah cancel alas jelas
Lisca Nurjanah,Grab,4,2026-01-21 00:44:59,kalo bisa mah di-update bagian qris nya biar kita bisa kasi tip ke driver jadi enak,kalo mah diupdate bagi qris nya biar bisa kasi tip pengemudi jadi enak
kire pbg,Grab,3,2026-01-21 00:36:42,"aplikasinya bagus, tapi kadang harganya bisa naik tiba-tiba (padahal jarak tempuhnya sama), trus kadang juga menunggu kendaraannya lama banget sampe 30 menit ngga dapet-dapet.",aplikasi bagus kadang harga naik tibatiba padahal jarak tempuh sama trus kadang tunggu kendara lama banget sampe menit tidak dapetdapet
Ruly Ramadhona,Grab,1,2026-01-21 00:07:35,aplikasi penjajah driver.. jgn di pakai lg nih aplikasi,aplikasi jajah pengemudi jgn pakai lagi ini aplikasi
nanda Agunglarosa,Grab,5,2026-01-21 00:03:52,thebest,thebest
Rifki Setiansyah,Grab,2,2026-01-21 00:02:53,"wet kasih bintang 2 dulu karna apa??karna setiap mau pesenihh buat brangkat ke sekolah nah sambil cuacanya hujan gaada samasekali yang naut ,ke udah yg murah udah yg mahal sama aja gaada",wet kasih bintang dulu karena apakarna mau pesenihh buat brangkat sekolah nah cuaca hujan gaada samasekali naut sudah yang murah sudah yang mahal sama aja gaada
nabila,Grab,1,2026-01-21 00:02:43,DRIVER SUSAH DITEMUKAN,pengemudi susah temu
El Gasing,Grab,2,2026-01-20 23:58:35,"saya mau sekolah, karena grab nya lama nemu driver saya telat hampir 1 jam☺️☺️,pikirin yang ga punya duit juga dong,jgn maksa pesen mobil",mau sekolah grab nya lama nemu pengemudi telat hampir jampikirin tidak punya duit dongjgn maksa sen mobil
lanxlanx Duardeusig,Grab,5,2026-01-20 23:57:39,bagus sangat membantu,bagus sangat bantu
ikrima putri,Grab,5,2026-01-20 23:51:59,ko aplikasi saya stuck di logo grab ya gabisa masuk ke aplikasi nya,ko aplikasi stuck logo grab gabisa masuk aplikasi nya
Mylandri Tanjung,Grab,1,2026-01-20 23:44:16,"nyari driver ga nemu² gerimis dikit aja banyak banget alesan driver, klo nyari Mitra yg bener dong",nyari pengemudi tidak nemu gerimis dikit aja banyak banget alesan pengemudi kalau nyari mitra yang bener dong
Asep Hermawan,Grab,2,2026-01-20 23:42:25,susah dpt drivernya pdhl banyk di sekitar,susah dpt drivernya pdhl banyk sekitar
18_M. Hoiri,Grab,5,2026-01-20 23:39:05,kalau hujan susah banget nemuin driver,kalau hujan susah banget nemuin pengemudi
Dimayy Putri,Grab,1,2026-01-20 23:27:04,APK JELEK KALO HUJAN SUKA GA PADA MAU AMBIL ORDERAN PADAHAL BUTUH MEPET APALAGI BUAT YANG KERJA.,apk jelek kalo hujan suka tidak mau ambil pesan padahal butuh mepet buat kerja
Rio Satria,Grab,1,2026-01-20 23:24:10,harga engga jelas berubah berubah!!!!,harga engga jelas ubah ubah
Bang Ben,Grab,1,2026-01-20 23:22:36,susah bgt dpt driver kalo hujan,susah banget dpt pengemudi kalo hujan
Wahyu Subang,Grab,5,2026-01-20 22:49:37,"bener"" yang terbaik",bener baik
Violin Gaming,Grab,5,2026-01-20 22:46:49,"berguna, tapi harganya jangan di naik turun terus",guna harga jangan naik turun terus
Yasri Caniago,Grab,5,2026-01-20 21:19:42,orang nya ramah,orang nya ramah
yunas nikop,Grab,2,2026-01-20 18:30:33,"aneh banget, mau pesen aja harus verifikasi wajah, gimana yg kamera depan nya rusak, ga bisa ngapa²in, akhirnya pindah ke aplikasi sebelah, baru bisa pesen, orang yang keburu² sampe harus telat, nyusahin bngt malah.",aneh banget mau sen aja verifikasi wajah bagaimana yang kamera depan nya rusak tidak ngapain akhir pindah aplikasi belah baru sen orang keburu sampe telat nyusahin banget malah
Alfino Saputra,Grab,5,2026-01-20 18:24:10,cukup baik,cukup baik
Neng Sih,Grab,5,2026-01-20 16:54:48,sangat baik dan ramah...,sangat baik ramah
Abu Muslih,Grab,5,2026-01-20 16:45:13,sangat terbantu,sangat bantu
nur rahmayanti,Grab,1,2026-01-20 16:09:38,mau verifikasi muka ga bisa mulu. ribet,mau verifikasi muka tidak mulu ribet
Andi Setiawan,Grab,5,2026-01-20 16:02:32,sangat ramah,sangat ramah
muh hasanuddin,Grab,5,2026-01-20 15:50:22,terimakasih grab,terimakasih grab
Pengguna Google,Grab,5,2026-01-20 15:39:15,sangat puas,sangat puas
supardi tayasa,Grab,5,2026-01-20 15:31:52,membantu,bantu
Yeni Oktapiani,Grab,5,2026-01-20 14:47:33,sangat memuaskan,sangat muas
Moh. Ferry Maulana Iskak,Grab,5,2026-01-20 14:44:19,"bagus, lancar aplikasinya",bagus lancar aplikasi
Rizfebwinata,Grab,5,2026-01-20 13:50:54,layanan yg sangat bagus,layan yang sangat bagus
Ryan Gunawan,Grab,5,2026-01-20 13:40:54,mantap jiwa,mantap jiwa
Mikhael Purba,Grab,5,2026-01-20 13:20:22,mantap,mantap
Elsa Maudhi,Grab,5,2026-01-20 12:58:19,"bagus banget, pelayanan nya ramah, drivernya jugaa madep poll, kali kali kasih tip yaa buat drivernya meskipun 1000 rupiah namun berharga bagi yg menerimanya 🤗",bagus banget layan nya ramah drivernya jugaa madep poll kali kali kasih tip yaa buat drivernya meski rupiah harga yang terima
Daffa Mochammad Az,Grab,1,2026-01-20 12:04:42,"aplikasi ampas driver nya gk jelas customer service lemot udah nunggu 1jam grabfood gk ad kabar dari drivernya 3kali di pesenan berbeda ni ampas banget , no kompensasi",aplikasi ampas pengemudi nya tidak jelas customer service lot sudah nunggu jam grab food tidak ad kabar drivernya kali sen beda ni ampas banget no kompensasi
Maya Angelia Simatupang,Grab,5,2026-01-20 11:36:47,lama menanggapi keluhan,lama tanggap keluh
merry lay,Grab,1,2026-01-20 11:21:47,sebaiknya tidak boleh ambil 2 orderan. Karena mengakibatkan lama di orderan pertama,baik boleh ambil pesan akibat lama pesan pertama
Aja Lolypop,Grab,1,2026-01-20 11:17:03,"kecewa banget. udah berapa kali order pake prioritas malah, datangnya selalu sekitar 1 jam bahkan lebih. kalo macet, okelah..lah ini gd kejelasan apa apa.. mana masa udah 1 jam pemesanan, pihak pengemudi nya bahkan belom jalan ke resto nya.. mana katanya kalo lewat di estimasi bakal dapat atleast voucher, ini dah lambat hampir 1 jam, cuma dapat hikmah nya doang... minimal mode chat nya, jangan harus pihak pengemudi duluan atau sbg..ini mau nanya, juga ga bisa. mn gabisa cancel.",kecewa banget sudah berapa kali pesan pakai prioritas malah datang selalu jam bahkan lebih kalo macet okelahlah gd jelas apa apa mana masa sudah jam mesan pihak kemudi nya bahkan bom jalan resto nya mana kata kalo lewat estimasi bakal atleast voucer sudah lambat hampir jam cuma hikmah nya doang minimal mode chat nya jangan pihak kemudi duluan sbgini mau nanya tidak mn gabisa cancel
Fauzan Imut,Grab,5,2026-01-20 10:54:55,cepat sampai,cepat
Soni Sanjaya,Grab,5,2026-01-20 10:45:19,layanana cepat aman dan nyaman,layanana cepat aman nyaman
wen wenny,Grab,5,2026-01-20 10:43:18,kurer sangat baik dan makanan lumayan,kurer sangat baik makan lumayan
Robi O-Beng,Grab,5,2026-01-20 10:42:13,Mantap,mantap
Pengguna Google,Grab,1,2026-01-20 10:23:35,"Aneh bin ajaib, habis update malah akun gw ngk bisa dibuka, dinon aktifkan dibilang akun dipakai diluar kewajaran, padahal yang cancel dari drivernya dan yang minta cancel juga drivernya",aneh bin ajaib habis perbarui malah akun saya ngk buka non aktif bilang akun pakai luar wajar padahal cancel drivernya yang minta cancel drivernya
Nova nur Anggraeni,Grab,5,2026-01-20 10:23:06,aplikasi yg sangat membantu,aplikasi yang sangat bantu
Travel Waykanan,Grab,5,2026-01-20 10:16:41,"Alhmdllh sangat terbantu adanya grab 👍hanya saran saja buat company tolong di update para toko makanan yg sudah tidak beroperasi lagi untuk di tertibkan, sukses selalu buat company dan rezeki lancar tanpa kendala buat para pelayan jasa..",alhmdllh sangat bantu ada grab saran buat company perbarui toko makan yang tidak operasi untuk di tertib sukses selalu buat company rezeki lancar kendala buat layan jasa
Ratimin Nurhidayat,Grab,5,2026-01-20 10:13:01,terimakasih grab🙏,terimakasih grab
Voycano yulianus Ramadhan,Grab,5,2026-01-20 09:53:38,lebih mudah dengan Grab,lebih mudah grab
Aprilia Indri Sari,Grab,3,2026-01-20 09:38:44,sambel ijonya asin banget. semoga ada perbaikan,sambel ijonya asin banget moga baik
Mae Saroh,Grab,5,2026-01-20 09:38:37,rasanya enak mantul ga nyesel deh bli di kedai th vie,rasa enak mantul tidak nyesel deh bli kedai th vie
Risma Lidiawati,Grab,3,2026-01-20 09:23:50,"sering banget kalo lagi buru2 diluar, pas mau pesen grab tiba2 ngelag gak jelas bikin emosiiiiiii trus kadang tiba2 lemotttt",sering banget kalo buru luar pas mau sen grab tiba ngelag tidak jelas bikin emosiiiiiii trus kadang tiba lemotttt
Sukma Wati,Grab,5,2026-01-20 09:16:54,grabnya cepat hemat harganya pengemudinya baik Ramah sopan,grabnya cepat hemat harga mud baik ramah sopan
Hany Prihantoro,Grab,3,2026-01-20 09:15:37,"tolong dong, jangan hanya QRis bisa di ubah ke Tunai, Tunai juga bisa di Alihkan ke QRis. capek banget denger pesan tunai begitu nyampe dilokasi antar denger kalimat bisa Transfer ya bang. Transfer itu bikin ribet dan bikin driver makin banyak tergerus penghasilannya. dari rek top up ke ovo, dari ovo top up dompet tunai dan itu semua berbayar 😞",dong jangan qris ubah tunai tunai di alih qris capek banget denger pesan tunai nyampe lokasi antar denger kalimat bisa transfer bang transfer bikin ribet bikin pengemudi makin banyak gerus hasil rek top up ovo ovo top up dompet tunai itu semua bayar
Sozanolozalukhu Sozanolo,Grab,5,2026-01-20 08:41:08,mantap x...,mantap x
patricia prawita,Grab,1,2026-01-20 08:37:32,TIDAK CANCEL PADAHAL SAYA KEPENCET TIDAK BERNIAT BELI.GRAB SEKARANG KEBANYAKAN ATURAN........RESTO JG NDAK BISA,cancel padahal pencet niat beligrab sekarang banyak aturanresto juga ndak
Zanah 1190,Grab,1,2026-01-20 08:09:03,makanan TDK dihantar pemandu suka mencuri makanan 👎👎👎dah banyak kli kena,makan tidak hantar pandu suka curi makan sudah banyak kli kena
Eva Piring,Grab,1,2026-01-20 07:59:26,"SDH 2 x isi deposit ga ada trus,hilang prtama 35rb,hr ini cba isi 25rb ga ada lg,ribet apksi ini,nyesel isi deposit hilang mlulu,SDH cba berbagai mcm ttp sulit,pengaduan TDK BS,tobat...😏😖😥",sudah x isi deposit tidak trushilang prtama rbhr cba isi rb tidak lgribet apksi ininyesel isi deposit hilang mlulusdh cba bagai mcm ttp sulitpengaduan tidak bstobat
Arifin Alfath,Grab,5,2026-01-20 07:48:41,penjemputan lancar,jemput lancar
Lilik Andriyani,Grab,5,2026-01-20 07:40:40,sangat membantu perjalanan kita,sangat bantu jalan
Ugie Azkazzam,Grab,1,2026-01-20 07:36:52,"Mapsnya ga pernah bener sih. Masa titik maps ga sesuai. Alamat rumah dimana, titiknya jauh banget sampe beda kecamatan. Padahal di aplikasi lain normal2 aja. Grab doang yg mapsnya aneh. Saldo mengendap jadi ga bisa dipakai",mapsnya tidak pernah bener sih masa titik maps tidak sesuai alamat rumah titik jauh banget sampe beda camat padahal aplikasi normal aja grab doang yang mapsnya aneh saldo endap jadi tidak pakai
Hilda Hilda,Grab,5,2026-01-20 07:19:32,sangat baik,sangat baik
Arian Putraboy,Grab,5,2026-01-20 07:02:58,sangat membantu,sangat bantu
AP DB (HCOC WJGG),Grab,4,2026-01-20 06:47:08,"Grab did a good job, bisa edit ulasan yang sudah ditulis. suatu kemajuan besar bagi kustomer yang keburu lapar dan ingin segera makan. cuman dulu yang pesanan menu nya kurang 1... oke lah saya maaf kan. kayaknya memang resto yang ga bener, soalnya udah 6x dapet penurunan porsi ( pesen 2 dapet porsi dibagi 2, dan pesen 4 dapet porsi dibagi 2), dan 1x menu hilang 1. Jadi, memang langsung saya simpulkan bahwa, resto nya nda normal. seharusnya konfirmasi saja dari resto, bukan lngsung 1pihak 👏👏",grab did a good job edit ulas sudah tulis suatu maju besar kustomer keburu lapar ingin segera makan cuman dulu pesan menu nya kurang baik lah maaf kan kayak memang resto tidak bener soal sudah x dapet turun porsi sen dapet porsi bagi sen dapet porsi bagi x menu hilang jadi memang langsung simpul resto nya nda normal konfirmasi dari resto bukan lngsung pihak
Rachmat Djaya,Grab,5,2026-01-20 06:45:59,Ok bagus,bagus
Abdul Holik Sobar,Grab,5,2026-01-20 06:15:30,ramah dan sangat baik bersih,ramah sangat baik bersih
krandon anime 1993,Grab,5,2026-01-20 05:50:35,dari pihak grab mending sekarang kalau mau antar penunpang harus bayar dulu baru di anterin.. soal nya sekarang banyak yang naik pas sampai tujuan tidak mau bayar,pihak grab mending sekarang kalau mau antar penunpang bayar dulu baru anterin soal nya sekarang banyak naik pas tuju mau bayar
Sigudux Dedy Aryanto,Grab,5,2026-01-20 05:35:25,Alhamdulillah Baguuus,alhamdulillah baguuus
Mr hombing Mr hombing,Grab,5,2026-01-20 05:21:16,sangat membantu,sangat bantu
Mithridates,Grab,5,2026-01-20 04:57:19,"opsi hematnya sangat membantu, fitur lengkap, dan lebih banyak opsi merchant (daerah tertentu) dibanding apk sebelah.",opsi hemat sangat bantu fitur lengkap lebih banyak opsi merchant daerah tentu banding apk belah
atep sores,Grab,5,2026-01-20 04:22:50,sangat membantu,sangat bantu
Martez Yates,Grab,1,2026-01-20 04:07:38,makin ksini apk mkin aneh ngorder garab yang datang malah Maxim/gojek... makin ksini semua apk transportasi online makin anehhh,makin ksini apk mkin aneh ngorder garab datang malah maximgojek makin ksini semua apk transportasi online makin anehhh
Arief Rahman-Hakim,Grab,3,2026-01-20 03:39:37,terbantu,bantu
Muhammad Raihan Alfiansyah,Grab,5,2026-01-20 02:57:57,bagus banget,bagus banget
Tutik Alfiah,Grab,5,2026-01-20 02:41:25,"Trimakasih,.",trimakasih
Tsukuyomi,Grab,5,2026-01-20 02:36:57,"enggak paham lagi sama pihak grab, kok bisa ya ngasih diskon gede-gede banget? maksud gw, gw beli sarapan langsung ke tempat (offline) sama beli lewat grab aja lebih murah di grab loh. gw itu bingung, bersyukur, dan berterima kasih banget sih karena udah sangat membantu gw untuk menghemat uang di kondisi ekonomi yang seperti sekarang ini. semoga urusan kalian dipermudah sebagaimana kalian mempermudah kami ya, grab ❤️",enggak paham sama pihak grab kok ya ngasih diskon gedegede banget maksud saya saya beli sarap langsung tempat offline sama beli lewat grab aja lebih murah grab loh saya bingung syukur terima kasih banget sih sudah sangat bantu saya hemat uang kondisi ekonomi seperti sekarang moga urus kalian mudah bagaimana kalian mudah ya grab
Tasia Mutiarini,Grab,2,2026-01-20 02:29:10,sekarang dpt grab bike nya lokasi nya jauh jauh...,sekarang dpt grab bike nya lokasi nya jauh jauh
Peduli Laia,Grab,1,2026-01-20 02:23:00,isi saldo ovo via dana 140.999 ppn rp. 999 masuk di ovo cuma 138.500 bukan soal nominalnya tapi grab main potong potong aja tanpa ada transparan,isi saldo ovo via dana ppn rp masuk ovo cuma bukan soal nominal grab main potong potong aja ada transparan
Salsha-ssi,Grab,1,2026-01-20 02:21:12,"better benerin mapsnya, ada jalan gede, tapi diarahin ke jalan tikus mulu, kan ga semua driver tau jalan :)",better benerin mapsnya jalan gede diarahin jalan tikus mulu kan tidak semua pengemudi tau jalan
Siti Masruroh,Grab,5,2026-01-20 01:14:19,keren dan mudah digunakan,keren mudah guna
Salwa Azima,Grab,4,2026-01-20 01:04:35,"seru, asik",seru asik
Erwan Surianto,Grab,2,2026-01-20 01:00:29,"ga nyambung ke ovo, setiap mau pesan naik grab ga bisa bayar pake ovo karena ga tersambung",tidak nyambung ovo mau pesan naik grab tidak bayar pakai ovo tidak sambung
Badrijah Kasihadji,Grab,5,2026-01-20 01:00:28,memuaskan,muas
EKOBUR Chanel,Grab,5,2026-01-20 00:55:48,ramah orangnya,ramah orang
Harira House,Grab,5,2026-01-20 00:20:42,"Setelah di upgrade ngga bisa kirim pesan ke driver hrs pakai SMS, titik ngga nyambung dgn lokasi jauuh banget",di upgrade tidak kirim pesan pengemudi harus pakai sms titik tidak nyambung dengan lokasi jauuh banget
Selvi Yani,Grab,5,2026-01-20 00:06:49,pelayanan yg aman,layan yang aman
M. Rizky Saputra,Grab,3,2026-01-19 23:24:56,"Grab udah beberapa kali dapet driver jauh jauh banget, malah lebih deket sama tujuan",grab sudah beberapa kali dapet pengemudi jauh jauh banget malah lebih deket sama tuju
Ngatini Sutikno,Grab,1,2026-01-19 23:19:28,dapet pengemudi yang jauh jauh Mulu jaraknya,dapet kemudi jauh jauh mulu jarak
Muh.Fakhri Djarullah,Grab,4,2026-01-19 23:14:40,kalo pagi sangat susah untuk mendapatkan driver,kalo pagi sangat susah dapat pengemudi
Onco Ayu,Grab,5,2026-01-19 22:35:21,tepat waktu,tepat waktu
Kocheng 321,Grab,1,2026-01-19 21:42:28,"ini serius yang katanya cepat pencariannya? cepat iya, drivernya lama bngt jemputnya ditunggu 30 menitan lebih malah...",serius kata cepat cari cepat iya drivernya lama banget jemput tunggu menit lebih malah
aminudin,Grab,1,2026-01-19 21:26:13,"nunggu driver lama banget , padahal depan banyak driver ngetem , mau pakek grab now kadang tidak muncul di aplikasi bikin kesel",nunggu pengemudi lama banget padahal depan banyak pengemudi ngetem mau pakek grab now kadang muncul aplikasi bikin kesel
Dwi Julianto,Grab,5,2026-01-19 18:53:59,"trimah kasih telah membantu, cepat dan tepat",trimah kasih bantu cepat tepat
Sjamsoeddin,Grab,1,2026-01-19 17:50:58,error Mulu nih apk,eror mulu ini apk
Yudi Bangor,Grab,1,2026-01-19 16:47:06,"aplikator paling maruk, udah dari driver dapet banyak, dari merchant banyak untung nya. ini giliran toko pake iklan dana yang di terima hampir 80% potongan nya. emng di kira toko gak pake modal apa. kapok buka toko di grab mending di aplikasi yang lain aja",aplikator paling maruk sudah pengemudi dapet banyak merchant banyak untung nya gilir toko pakai iklan dana terima hampir potong nya memang kira toko tidak pakai modal apa kapok buka toko grab mending di aplikasi lain aja
